# Tissue Carbon and Nitrogen,,,,,,,
#,,,,,,,
# Original Data Source: https://lter.kbs.msu.edu/datatables/73,,,,,,,
# The newest version of the data https://lter.kbs.msu.edu/datatables/73.csv,,,,,,,
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/32.eml,,,,,,,
#,,,,,,,
# These Data are copyrighted and use in a publication requires written permission,,,,,,,
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/,,,,,,,
# Use of the data constitutes acceptance of the terms.,,,,,,,
#,,,,,,,
#     VARIATE TABLE,,,,,,,
8/12/2019,T7,R2,Surface Litter,,45.236,0.869,2019
8/8/2016,T8,R1,Surface Litter,,41.191,0.905,2016
6/26/2007,T4,R2,aggregate of live biomass except for Triticum sp.,,44.776,1.702,2007
7/29/1998,TSF,R2,Senesing Grass,NDB,42.82,0.9,1998
10/3/2005,T1,R3,Zea mays L. (*),STOVER,44.376,0.73,2005
8/8/2011,T8,R3,Solidago canadensis L.,,46.81,1.282,2011
6/28/2007,T3,R6,aggregate of live biomass except for Triticum sp.,,43.139,1.057,2007
7/12/1999,T6,R2,Polygonum aviculare L.,NDB,44.43,2.67,1999
8/11/2004,TSF,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,42.951,2.337,2004
9/4/2003,T4,R6,Glycine max L. (*),SEED,49.412,6.438,2003
10/15/1996,T4,R3,Zea mays L. (*),SEED,43.37,1.32,1996
7/30/2007,T5,R3,Festuca rubra L.,,43.179,1.261,2007
8/9/2006,T8,R4,Bromus inermis Leyss.,,45.647,0.831,2006
10/21/2014,T3,R1,UnSorted,,41.772,1.557,2014
8/10/1998,T7,R5,Surface Litter,SURFACELITTER,39.95,1.15,1998
5/6/2011,T3,R2,Trifolium pratense L.,,42.299,3.637,2011
10/12/2015,T4,R3,Glycine max L. (*),SEED,50.336,6.364,2015
4/28/2005,T3,R6,Trifolium pratense L.,,40.092,3.321,2005
8/23/1993,T6,R1,Medicago sativa L.,CROP,41.65,1.99,1993
8/25/2014,T8,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.807,1.194,2014
7/19/2019,T4,R3,Triticum aestivum L. (*),SEED,42.804,1.768,2019
9/2/1998,T5,R1,Trunks of poplars - CN code,TRUNK,47.84,0.25,1998
8/7/2017,T8,R1,Rubus allegheniensis T.C. Porter (*),,47.607,1.17,2017
9/25/2012,T2,R1,Surface Litter,,38.098,0.726,2012
11/17/2016,T5,R6,Leaf Litter,,41.952,1.092,2016
8/3/2016,T7,R4,Solidago canadensis L.,,44.268,0.968,2016
8/13/2013,T7,R2,Surface Litter,,44.034,0.98,2013
9/3/2003,T3,R6,Glycine max L. (*),SEED,48.795,6.237,2003
9/30/1994,T7,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,44.91,2.14,1994
8/10/1998,T7,R6,Living Dicot,NDB,44.93,1.09,1998
8/5/2014,T6,R3,Medicago sativa L.,,44.071,2.916,2014
7/12/1995,T1,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,45.65,2.43,1995
8/11/2010,T5,R2,Leaf Litter,,44.331,0.66,2010
8/10/2009,T8,R4,Poa pratensis L.,,44.08,0.804,2009
7/27/2015,T6,R1,Medicago sativa L.,,44.284,2.876,2015
8/20/1999,T2,R2,Digitaria sanguinalis (L.) Scop.,NDB,42.71,2.41,1999
9/17/2018,TSF,R2,Surface Litter,,37.09,1.077,2018
8/25/1994,T6,R4,Medicago sativa L.,CROP,43.45,4.67,1994
11/26/2013,T7,R5,UnSorted,,43.009,0.723,2013
7/6/1998,T4,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,42.81,2.46,1998
7/18/2011,T5,R1,UnSorted,,41.904,3.486,2011
8/26/2003,T6,R6,Medicago sativa L.,,42.278,3.005,2003
9/29/2015,T2,R5,Glycine max L. (*),SEED,50.515,5.534,2015
8/7/2003,T7,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,42.727,1.353,2003
7/9/1993,T6,R3,Medicago sativa L.,CROP,45.57,3.47,1993
8/27/1997,T4,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,43.52,1.78,1997
10/17/1990,T2,R2,Glycine max L. (*),STOVER,55.34,1.09,1990
7/12/1995,T2,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,22.82,1.71,1995
8/11/1999,T7,R6,Erigeron annuus (L.) Pers.,NDB,43.24,1.28,1999
8/17/1995,T6,R6,Medicago sativa L.,CROP,43.79,3.77,1995
8/11/1999,T7,R6,Poa pratensis L.,NDB,43.41,1.62,1999
8/11/1999,T7,R6,Solidago canadensis L.,NDB,44.91,1.38,1996
4/30/1990,T3,R1,Vicia villosa  Roth,COVCROPNDB,34.55,3.02,1990
9/28/2015,T2,R3,Glycine max L. (*),SEED,52.42,6.06,2015
8/17/1999,TSF,R3,Standing Dead,NDB,46.09,1.06,1999
8/8/2002,T8,R2,Bromus inermis Leyss.,,46.919,1.066,2002
8/16/2010,T8,R3,Rubus allegheniensis T.C. Porter (*),,46.922,1.258,2010
5/22/1992,T6,R3,Medicago sativa L.,CROP,43.75,3.03,1992
10/26/2011,T2,R6,Zea mays L. (*),STOVER,45.527,0.814,2011
10/15/1996,T1,R1,Zea mays L. (*),SEED,42.55,1.96,1996
8/11/1999,T7,R1,Juncus tenuis Willd.,NDB,45.97,1.06,1999
5/18/2015,T3,R3,UnSorted,,40.445,1.371,2015
8/10/2009,T8,R4,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,,44.267,0.596,2009
8/17/1999,TSF,R2,Monocots,NDB,44.19,0.74,1999
9/25/2012,T3,R1,UnSorted,,34.194,3.084,2012
10/24/2002,T4,R6,Zea mays L. (*),STOVER,46.607,1.189,2002
8/30/1995,T3,R4,Trifolium pratense L.,COVCROP,45.01,4.75,1995
5/1/2003,T4,R5,Trifolium pratense L.,,27.552,2.619,2003
12/12/2016,TDF,R3,Leaf Litter,,44.499,0.881,2016
9/14/1999,T2,R4,Zea mays L. (*),SEED,43.21,1.6,1999
8/11/2011,TSF,R1,Solidago canadensis L.,,45.413,1.363,2011
9/1/1994,T8,R3,Solidago canadensis L.,NDB,46.93,1.83,1994
8/8/2008,T8,R1,Bromus inermis Leyss.,,43.909,0.99,2008
7/6/1993,T7,R6,Solanum sp. (*),NDB,44.62,1.95,1993
8/4/2011,T8,R2,Rubus allegheniensis T.C. Porter (*),,46.872,1.161,2011
9/8/1993,T5,,Trunks of poplars - CN code,TRUNK,49.13,0.16,1993
12/12/2016,TDF,R2,Leaf Litter,,46.197,0.768,2016
10/23/2002,T3,R1,Zea mays L. (*),SEED,44.339,1.422,2002
7/27/2015,T6,R2,UnSorted,,42.422,2.453,2015
8/7/1995,T7,R3,Aster pilosus Willd.,NDB,45.94,1.78,1995
8/11/2010,T5,R6,Leaf Litter,,44.283,0.64,2010
8/6/2014,T7,R1,Phleum pratense L.,,44.565,0.619,2014
8/20/1999,T2,R2,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,NDB,43.85,2.28,1999
8/5/2002,T7,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,45.072,0.905,2002
8/5/2009,T7,R6,Solidago canadensis L.,,44.038,0.963,2009
7/6/1998,T4,R4,Triticum aestivum L. (*),SEED,41.52,1.7,1998
8/30/1995,T3,R5,Trifolium pratense L.,COVCROP,45.38,4.54,1995
7/7/2016,T4,R6,UnSorted,,43.032,2.183,2016
5/11/1998,T6,R4,Medicago sativa L.,CROP,43.06,3.52,1998
8/8/2011,T8,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,46.649,1.338,2011
8/4/2004,T8,R2,Rubus allegheniensis T.C. Porter (*),,44.997,1.23,2004
8/4/2004,T8,R4,Poa pratensis L.,,42.683,1.125,2004
9/1/2017,T6,R1,UnSorted,,43.351,2.444,2017
10/24/2002,T4,R3,aggregate of live biomass except for Zea mays,,42.563,1.097,2002
9/17/2013,TSF,R1,Solidago canadensis L.,,46.087,1.407,2013
12/15/2015,TCF,R2,Leaf Litter,,48.386,1.298,2015
10/6/2006,T4,R6,aggregate of live biomass except for Glycine max L. (*),,43.681,1.955,2006
9/1/2017,T6,R2,Medicago sativa L.,,44.568,2.488,2017
8/30/1999,T5,R1,Dicots,NDB,44.81,1.84,1999
11/27/2019,T7,R5,UnSorted,,44.81,0.837,2019
8/20/1999,T21,R5,Standing Dead,NDB,42.56,1.79,1999
7/24/2012,T6,R6,Medicago sativa L.,,44.103,2.632,2012
7/12/1995,T4,R3,Triticum aestivum L. (*),SEED,40.32,2.23,1995
8/18/1999,T8,R3,Standing Dead,NDB,45.39,1.02,1999
7/12/1995,T3,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,44.34,2.58,1995
7/12/2010,T3,R6,aggregate of live biomass except for Triticum sp.,,42.69,1.808,2010
8/11/2014,T7,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.178,1.197,2014
11/8/2017,T7,R5,Surface Litter,,44.528,0.858,2017
8/10/1998,T7,R5,Senesing Dicot,NDB,45.98,0.67,1998
10/12/2015,T4,R1,Glycine max L. (*),STOVER,44.59,0.942,2015
7/7/2003,T6,R4,Medicago sativa L.,,42.637,3.088,2003
10/6/2005,T4,R5,Zea mays L. (*),SEED,43.397,1.245,2005
8/6/1996,T3,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,45.06,1.76,1996
7/7/2004,T6,R4,Medicago sativa L.,,43.541,3.141,2004
9/16/2005,TDF,R2,Leaf Litter,,48.584,0.737,2005
8/1/1991,T5,R3,Leaf Litter,LEAFLITTER,45.73,1.84,1991
8/26/2002,T6,R5,Medicago sativa L.,,44.887,3.377,2002
10/9/2018,T2,R4,Glycine max L. (*),STOVER,45.645,0.564,2018
12/12/2017,TCF,R3,Leaf Litter,,50.506,0.989,2017
7/31/2012,T7,R2,Phleum pratense L.,,45.899,0.764,2012
8/30/1999,T5,R6,Trunks of poplars - CN code,POPTRK,47.86,0.44,1999
,CFF,R2,Leaf Litter,LEAFLITTER,48.57,0.84,1996
7/30/2007,T5,R6,fescue Non dominant biomass,,44.104,1.585,2007
7/6/2005,T6,R3,aggregate of live biomass except for Medicago sativa L.,,40.544,2.603,2005
8/3/2016,T7,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,41.198,1.131,2016
8/6/2001,T7,R1,Solidago canadensis L.,,45.515,1.238,2001
8/10/2011,T7,R5,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,45.557,1.257,2011
7/5/2016,T2,R4,Triticum aestivum L. (*),STOVER,44.335,0.344,2016
8/7/2014,T7,R3,Aster sagittifolius,,44.767,0.676,2014
8/13/2002,TSF,R1,Elymus repens (L.) Gould,,46.538,1.725,2002
5/24/1993,T6,R4,Medicago sativa L.,CROP,45.32,3.42,1993
9/25/2012,T3,R2,UnSorted,,41.781,2.194,2012
8/3/2010,T7,R3,Solidago canadensis L.,,44.1,1.008,2010
7/17/2019,T3,R1,Triticum aestivum L. (*),SEED,42.627,1.502,2019
6/27/2007,T4,R4,aggregate of live biomass except for Triticum sp.,,44.634,1.007,2007
10/27/2014,T4,R5,UnSorted,,42.53,0.932,2014
11/14/2016,T7,R6,UnSorted,,44.308,1.011,2016
9/12/1994,T4,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,47.34,2.13,1994
7/7/2010,T1,R1,aggregate of live biomass except for Triticum sp.,,44.547,2.424,2010
7/6/1994,T6,R4,Medicago sativa L.,NDB,42.17,3.41,1994
7/10/1991,T5,R1,Leaf Litter,LEAFLITTER,39.61,0.6,1991
5/21/2015,T4,R3,Secale cereale M.Bieb.,,45.951,2.092,2015
9/1/2017,T6,R5,UnSorted,,44.152,1.838,2017
8/10/1998,T7,R2,Senesing Dicot,NDB,44.3,1.15,1998
10/4/1993,T4,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,43.25,3,1993
8/8/2011,T8,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,46.256,1.298,2011
11/13/2009,T7,R5,UnSorted,,45.771,0.911,2009
8/20/1999,T2,R3,Daucus carota L.,NDB,44.51,2.29,1999
8/14/2013,T7,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,43.245,1.134,2013
8/10/1998,T7,R5,Living Monocot,NDB,44.19,1.69,1998
7/17/2019,T1,R6,Triticum aestivum L. (*),STOVER,45.658,0.33,2019
8/2/1993,T8,R2,Bromus inermis Leyss.,NDB,43.17,1.03,1993
,DFF,R2,Leaf Litter,LEAFLITTER,46.65,0.8,1998
10/9/2018,T2,R1,Glycine max L. (*),STOVER,45.097,0.674,2018
7/6/1998,T4,R6,Trifolium pratense L.,COVCROP,39.39,2.6,1998
8/6/1996,T1,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,43.12,0.89,1996
9/5/1996,T5,,Trunks of poplars - CN code,TRUNK,46.05,0.22,1996
10/18/2017,T4,R6,Zea mays L. (*),SEED,41.661,1.398,2017
10/21/2002,T1,R3,aggregate of live biomass except for Zea mays,,26.343,2.278,2002
9/3/2010,T3,R2,UnSorted,,46.087,1.662,2010
8/9/2006,T8,R2,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,,45.141,0.919,2006
8/16/1990,T6,R3,Medicago sativa L.,CROP,44.13,4.28,1990
8/8/2005,T7,R5,Apocynum cannabinum L.,,47.541,1.042,2005
7/8/2004,T2,R5,aggregate of live biomass except for Triticum sp.,,42.827,0.991,2004
7/22/2019,T4,R5,UnSorted,,43.662,2.974,2019
9/5/1996,T5,,Trunks of poplars - CN code,TRUNK,46.86,0.07,1996
10/31/1990,T4,R1,Zea mays L. (*),SEED,43.35,1.84,1990
8/2/2004,T7,R4,Trifolium pratense L.,,42.869,1.695,2004
5/8/2012,T4,R4,UnSorted,,40.505,1.638,2012
8/13/2002,TSF,R2,Surface Litter,,43.444,0.931,2002
10/27/2014,T4,R5,Zea mays L. (*),STOVER,44.654,0.739,2014
10/1/1991,T4,R1,Glycine max L. (*),SEED,57.38,6.85,1991
8/12/2004,T5,R4,Festuca rubra L.,,40.53,1.135,2004
8/11/2009,TSF,R3,Veronica chamaedrys L.,,41.162,2.28,2009
10/5/2006,T3,R4,Glycine max L. (*),STOVER,44.051,0.693,2006
9/4/2003,T4,R3,Glycine max L. (*),STOVER,42.923,3.363,2003
8/2/1993,T8,R2,Rubus allegheniensis T.C. Porter (*),NDB,45.07,1.26,1993
5/20/2014,T3,R3,Trifolium pratense L.,,43.304,3.287,2014
10/23/2018,T7,R3,Surface Litter,,42.512,1.04,2018
5/8/2012,T4,R6,Secale cereale M.Bieb.,,43.748,1.498,2012
8/23/1993,T6,R3,Medicago sativa L.,CROP,44.18,2.55,1993
8/25/1994,T6,R3,Medicago sativa L.,CROP,43.56,3.7,1994
10/4/2005,T21,R5,corn stover,,44.301,0.548,2005
8/7/2008,T7,R6,Poa pratensis L.,,43.08,0.989,2008
7/11/1994,TSF,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,45.86,1.47,1994
10/26/2011,T1,R1,Zea mays L. (*),SEED,42.331,1.364,2011
8/13/2002,TSF,R2,Solidago nemoralis Ait.,,45.813,1.221,2002
10/23/2014,T3,R2,UnSorted,,39.302,2.139,2014
10/5/2005,T3,R6,Zea mays L. (*),STOVER,42.338,0.604,2005
11/8/2017,T7,R5,UnSorted,,46.004,0.579,2017
10/28/2011,T4,R4,UnSorted,,42.634,1.527,2011
10/6/2009,T4,R6,aggregate of live biomass except for Glycine max L. (*),,43.897,1.352,2009
10/6/2009,T4,R5,aggregate of live biomass except for Glycine max L. (*),,41.901,1.684,2009
8/30/1999,T5,R6,poplar leaves,POPLVS,43.33,1.91,1999
9/20/2017,TSF,R2,Rubus sp. (*),,46.19,1.918,2017
8/5/2019,T8,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.674,1.183,2019
8/7/2009,T8,R1,Poa pratensis L.,,45.072,1.19,2009
9/22/2003,TDF,R1,Leaf Litter,,45.384,0.838,2003
11/14/2016,T7,R5,UnSorted,,44.248,0.798,2016
8/26/2002,T6,R5,aggregate of live biomass except for Medicago sativa L.,,32.56,3.157,2002
11/5/2012,T5,R4,Leaf Litter,,44.959,1.188,2012
5/11/1993,T4,R1,Vicia villosa  Roth,COVCROPNDB,38.68,3.29,1993
9/8/1993,T5,,Trunks of poplars - CN code,TRUNK,49.63,0.21,1993
6/30/2014,T6,R2,UnSorted,,40.882,2.364,2014
7/30/2007,T5,R1,fescue Non dominant biomass,,43.919,1.418,2007
8/30/1999,T5,R1,Trunks of poplars - CN code,POPTRK,47.13,0.42,1999
11/27/2012,T7,R5,UnSorted,,45.746,0.783,2012
10/6/2006,T3,R6,Glycine max L. (*),SEED,51.972,5.996,2006
10/23/2008,T4,R4,Zea mays L. (*),STOVER,43.652,0.945,2008
9/26/2012,T2,R3,Glycine max L. (*),STOVER,44.894,0.75,2012
9/3/2002,TCF,R3,Leaf Litter,,51.563,0.657,2002
9/16/2019,TSF,R1,Rubus sp. (*),,46.117,1.108,2019
8/11/1999,T7,R3,Oenothera biennis L.,NDB,42.3,0.82,1999
8/23/2010,TSF,R1,Poa pratensis L.,,45.114,1.647,2010
11/22/2017,T5,R4,Leaf Litter,,44.071,1.159,2017
7/7/2003,T6,R4,aggregate of live biomass except for Medicago sativa L.,,30.08,2.296,2003
9/12/1994,T2,R3,Glycine max L. (*),STOVER,42.02,1.7,1994
9/29/2015,T2,R6,Glycine max L. (*),STOVER,42.834,0.578,2015
10/1/1991,T3,R4,Glycine max L. (*),SEED,57.38,7,1991
8/18/2003,T5,R6,Leaf Litter,,43.491,1.211,2003
5/24/2010,T6,R3,Medicago sativa L.,,42.728,2.529,2010
10/10/1992,T6,R2,Medicago sativa L.,CROP,45.57,3.93,1992
10/22/1990,T6,R2,Medicago sativa L.,CROP,41.06,3.63,1990
10/17/2018,T4,R1,UnSorted,,43.53,1.381,2018
8/3/2010,T7,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.619,1.049,2010
7/30/1996,T7,R4,Daucus carota L.,NDB,42.11,1.05,1996
10/18/2018,T4,R5,Glycine max L. (*),STOVER,43.251,0.752,2018
8/6/2002,T7,R5,Poa pratensis L.,,44.765,1.11,2002
4/25/2005,T3,R1,Trifolium pratense L.,,40.533,3.417,2005
9/16/2019,TSF,R2,Rubus sp. (*),,45.894,1.634,2019
9/2/2003,T2,R5,Glycine max L. (*),STOVER,43.243,3.13,2003
4/26/1999,T4,R6,Trifolium incarnatum L.,COVCROP,42.74,4.26,1999
9/2/2003,T1,R1,Glycine max L. (*),STOVER,40.243,2.813,2003
8/6/1996,T4,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,44.17,0.72,1996
8/7/2017,T8,R2,Solidago canadensis L.,,46.81,1.104,2017
8/11/2011,TSF,R3,Geum sp.,,43.518,2.593,2011
,T5,R2,Leaf Litter,LEAFLITTER,45.58,1.92,1993
8/23/1993,T6,R4,Medicago sativa L.,NDB,40.94,2.68,1993
9/12/1994,T1,R3,Glycine max L. (*),STOVER,42.11,1.79,1994
8/17/2010,TSF,R2,Leaf Litter,,47.566,0.935,2010
6/26/1995,T8,R2,Bromus inermis Leyss.,NDB,44.02,1.48,1995
8/9/2011,T7,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,45.856,1.096,2011
7/30/2007,T5,R6,Festuca rubra L.,,42.189,1.75,2007
9/5/1996,T5,,Trunks of poplars - CN code,TRUNK,46.2,0.09,1996
9/16/2004,TDF,R3,Leaf Litter,,43.966,0.973,2004
8/1/2000,T7,R1,Phleum pratense L.,,44.75,0.381,2000
9/27/2012,T4,R3,Glycine max L. (*),STOVER,43.007,0.707,2012
6/4/2018,T6,R3,UnSorted,,42.818,3.751,2018
10/15/1996,T2,R3,Zea mays L. (*),SEED,43.39,1.52,1996
9/26/2019,T5,R2,UnSorted,,41.934,3.146,2019
7/21/1992,T4,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,44.82,2.84,1992
8/5/1992,T8,R2,Rubus allegheniensis T.C. Porter (*),NDB,46.08,1.59,1992
8/7/2003,T7,R5,Solidago canadensis L.,,43.411,0.724,2003
10/21/2002,T1,R5,Zea mays L. (*),STOVER,47.189,0.677,2002
8/11/1999,T7,R5,Taraxacum officinale Weber in,NDB,41,2.03,1999
8/11/2014,T7,R6,Trifolium pratense L.,,44.317,1.967,2014
8/8/2005,T7,R5,Poa pratensis L.,,44.506,1.329,2005
10/12/2015,T4,R4,Glycine max L. (*),STOVER,45.168,0.929,2015
9/3/2003,T3,R3,Glycine max L. (*),SEED,49.005,6.125,2003
7/22/2016,T5,R5,UnSorted,,42.084,1.409,2016
11/27/2012,T7,R2,Surface Litter,,44.974,0.934,2012
7/6/1995,T6,R3,Medicago sativa L.,CROP,44.42,3.68,1995
,T5,R3,Leaf Litter,LEAFLITTER,44.74,1.61,1998
10/15/2015,T4,R6,Glycine max L. (*),SEED,50.903,6.448,2015
11/27/2019,T7,R4,Surface Litter,,46.356,0.931,2019
6/2/2003,T6,R4,aggregate of live biomass except for Medicago sativa L.,,35.424,3.087,2003
8/26/2013,T7,R5,Surface Litter,,41.777,0.896,2013
9/2/2003,T2,R2,Glycine max L. (*),STOVER,41.88,2.837,2003
8/11/1999,T7,R2,Aster pilosus Willd.,NDB,45.79,1.45,1999
12/20/2019,TCF,R3,Leaf Litter,,48.956,1.176,2019
8/17/1995,T6,R3,Medicago sativa L.,NDB,41.19,3.67,1995
9/8/2014,TSF,R1,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,,44.398,1.324,2014
5/25/2010,T6,R4,aggregate of live biomass except for Medicago sativa L.,,42.633,2.071,2010
11/18/2008,T7,R1,UnSorted,,44.827,0.976,2008
10/4/2005,T3,R2,Zea mays L. (*),SEED,43.066,1.266,2005
8/23/1993,T6,R3,Medicago sativa L.,NDB,40.46,2.67,1993
11/20/2015,T7,R5,Surface Litter,,44.95,1.212,2015
6/26/2007,T2,R5,Triticum aestivum L. (*),STOVER,44.644,0.669,2007
7/18/1991,T6,R1,Medicago sativa L.,CROP,30.1,2.28,1991
8/19/1997,T6,R5,Medicago sativa L.,CROP,44.01,3.88,1997
6/23/2015,T6,R3,Medicago sativa L.,,44.021,2.932,2015
10/26/2011,T1,R5,Zea mays L. (*),SEED,42.927,1.404,2011
11/15/2010,T7,R2,UnSorted,,45.395,0.929,2010
10/18/2017,T3,R6,Zea mays L. (*),SEED,41.469,1.252,2017
8/8/2016,T8,R4,Sassafras albidum (Nutt.) Nees,,46.338,1.541,2016
9/1/1994,T8,R4,Elaeagnus umbellata Thunb.,NDB,48.11,2.16,1994
11/8/2017,T7,R3,Surface Litter,,44.311,0.81,2017
10/4/1993,T4,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,43.49,2.95,1993
8/6/2001,T7,R6,Solidago canadensis L.,,45.064,0.936,2001
8/29/2006,T5,R6,Leaf Litter,,46.5,1.388,2006
8/11/1999,T7,R2,Poa pratensis L.,NDB,45.28,1.62,1999
8/2/2004,T7,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.309,1.31,2004
9/28/2012,T4,R6,Glycine max L. (*),STOVER,43.062,0.896,2012
5/14/2012,T6,R3,Medicago sativa L.,,43.688,3.135,2012
7/6/1994,T6,R4,Medicago sativa L.,CROP,39.35,3.39,1994
7/20/1992,T3,R2,Triticum aestivum L. (*),SEED,39.93,2.3,1992
9/3/2003,T3,R5,aggregate of live biomass except for Glycine max L. (*),,41.618,1.515,2003
9/12/1994,T1,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,43.49,1.67,1994
10/22/2008,T3,R1,Zea mays L. (*),SEED,42.974,1.328,2008
6/25/2007,T1,R1,aggregate of live biomass except for Triticum sp.,,43.708,1.178,2007
7/12/2010,T3,R3,Triticum aestivum L. (*),STOVER,43.878,0.835,2010
8/4/2004,T8,R4,Bromus inermis Leyss.,,43.712,1.042,2004
9/3/2002,TDF,R3,Leaf Litter,,46.337,0.885,2002
8/13/2002,TSF,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.854,1.317,2002
9/16/1994,T5,,Trunks of poplars - CN code,TRUNK,45.17,0.17,1994
8/4/2014,T6,R1,Medicago sativa L.,,43.647,2.792,2014
5/30/1990,T6,R2,Medicago sativa L.,CROP,42.37,3.15,1990
10/18/2017,T4,R5,Zea mays L. (*),STOVER,43.916,0.881,2017
5/3/2012,T3,R3,UnSorted,,39.31,2.238,2012
7/15/2019,T2,R3,Triticum aestivum L. (*),STOVER,44.97,0.251,2019
9/16/1994,T5,,Trunks of poplars - CN code,TRUNK,45.79,0.19,1994
7/6/2016,T3,R2,Triticum aestivum L. (*),SEED,41.607,1.482,2016
9/14/1999,T3,R2,Zea mays L. (*),STOVER,44.91,1.09,1999
7/6/1998,T2,R3,Triticum aestivum L. (*),STOVER,44.04,0.249,1998
8/4/2009,T7,R5,Solidago canadensis L.,,44.903,1.167,2009
9/6/1995,T5,,poplar leaves,POPLVS,47.48,1.68,1995
8/4/2005,T7,R2,Surface Litter,,45.072,1.205,2005
9/20/2017,TSF,R1,Surface Litter,,45.622,1.034,2017
7/30/2004,T7,R3,Poa pratensis L.,,42.462,1.48,2004
10/5/2009,T1,R6,Glycine max L. (*),STOVER,43.223,0.751,2009
6/27/2007,T4,R5,aggregate of live biomass except for Triticum sp.,,43.958,1.033,2007
8/13/2013,T7,R1,Surface Litter,,45.321,0.653,2013
8/21/2006,T5,R4,fescue Non dominant biomass,,46.457,1.244,2006
11/27/2019,T7,R5,Surface Litter,,44.914,0.909,2019
6/25/2007,T2,R1,Triticum aestivum L. (*),SEED,42.253,1.523,2007
8/2/2007,T7,R6,Solidago canadensis L.,,44.557,1.063,2007
10/28/2011,T3,R5,Zea mays L. (*),SEED,41.729,1.261,2011
9/28/2015,T2,R2,Glycine max L. (*),STOVER,42.542,0.499,2015
,DFF,R1,Leaf Litter,LEAFLITTER,51.16,0.74,1995
8/5/2002,T7,R1,Solidago canadensis L.,,45.518,1.153,2002
7/30/2007,T5,R4,fescue Non dominant biomass,,43.053,1.154,2007
6/6/2019,T5,R6,UnSorted,,42.62,2.62,2019
5/19/2009,T3,R2,Secale cereale M.Bieb.,,43.968,1.922,2009
8/16/2010,T8,R1,Poa pratensis L.,,43.949,1.318,2010
5/19/2015,T6,R2,Medicago sativa L.,,43.965,3.373,2015
8/25/2014,T8,R3,Bromus inermis Leyss.,,44.94,1.106,2014
7/26/2018,T8,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.626,1.029,2018
10/24/2014,T3,R4,Zea mays L. (*),SEED,42.285,0.823,2014
8/11/2005,TSF,R2,Rubus sp. (*),,46.102,1.534,2005
10/15/1996,T2,R6,Zea mays L. (*),SEED,43.86,1.78,1996
9/5/1996,T5,,Trunks of poplars - CN code,TRUNK,47.32,0.12,1996
10/16/2017,T2,R1,Zea mays L. (*),SEED,42.025,1.207,2017
8/18/1999,T8,R4,Standing Dead,NDB,45.6,0.9,1999
8/20/2004,T6,R6,Medicago sativa L.,,44.002,3.411,2004
8/6/1996,T3,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,42.39,2.08,1996
7/6/1993,T7,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,44.38,2.19,1993
10/17/2017,T2,R4,Zea mays L. (*),SEED,42.455,1.176,2017
11/27/2019,T7,R6,UnSorted,,46.261,0.741,2019
7/1/1996,T6,R6,Medicago sativa L.,CROP,43.35,2.72,1996
10/4/2005,T21,R5,corn grain,,43.541,1.35,2005
