# N2O, CH4, CO2 Fluxes via Static Chambers,,,,,,,
#,,,,,,,,,
# Original Data Source: https://lter.kbs.msu.edu/datatables/28,,,,,,,,,
# The newest version of the data https://lter.kbs.msu.edu/datatables/28.csv,,,,,,,,,
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/16.eml,,,,,,,,,
#,,,,,,,,,
# These Data are copyrighted and use in a publication requires written permission,,,,,,,,,
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/,,,,,,,,,
# Use of the data constitutes acceptance of the terms.,,,,,,,,,
#,,,,,,,,,
#     VARIATE TABLE,,,,,,,,,
11/16/2004,T3,R2,-0.72,14.64,0.3,2004,5.2,0.16,TRIAE
11/16/2004,T3,R3,-0.76,13.46,0.04,2004,5.2,0.17,TRIAE
11/16/2004,T3,R4,0.06,16.92,-0.18,2004,5.2,0.16,TRIAE
11/16/2004,T4,R1,,12.13,0.65,2004,5.2,0.15,TRIAE
11/16/2004,T4,R2,-0.8,16.2,0.45,2004,5.2,0.2,TRIAE
11/16/2004,T4,R3,-1.28,14.72,0.53,2004,5.2,0.2,TRIAE
11/16/2004,T4,R4,0.05,16.87,0.16,2004,5.2,0.18,TRIAE
11/16/2004,T5,R1,-1.06,9.61,0.12,2004,5.2,0.2,
11/16/2004,T5,R2,0.37,6.68,0.05,2004,5.2,0.16,
11/16/2004,T5,R3,-0.52,8.88,0.16,2004,5.2,0.17,
11/16/2004,T5,R4,1.6,13.08,0.55,2004,5.2,0.16,
11/16/2004,T6,R1,,16.24,1.43,2004,5.2,0.2,
11/16/2004,T6,R2,-1.36,13.68,0.62,2004,5.2,0.17,
11/16/2004,T6,R3,-2.02,14.13,1.77,2004,5.2,0.21,
11/16/2004,T6,R4,1.27,12.67,0.65,2004,5.2,0.16,
11/16/2004,T7,R1,-1.4,7.46,-0.2,2004,5.2,0.19,
11/16/2004,T7,R2,0.26,14.37,0.57,2004,5.2,0.21,
11/16/2004,T7,R3,1.4,17.74,0.3,2004,5.2,0.17,
11/16/2004,T7,R4,1.83,12.31,0.2,2004,5.2,0.16,
10/26/2004,T1,R1,,,,2004,8.7,0.15,TRIAE
10/26/2004,T1,R2,1.05,5.69,0.26,2004,8.7,0.19,TRIAE
10/26/2004,T1,R3,0.36,11.32,0.29,2004,8.7,0.13,TRIAE
10/26/2004,T1,R4,-1.75,7.84,1.17,2004,8.7,0.17,TRIAE
10/26/2004,T2,R1,1.46,5.97,0.22,2004,8.7,0.15,TRIAE
10/26/2004,T2,R2,-0.36,6.45,0.97,2004,8.7,0.14,TRIAE
10/26/2004,T2,R3,0.57,8.21,1.36,2004,8.7,0.15,TRIAE
10/26/2004,T2,R4,2.5,15.53,-0.76,2004,8.7,0.19,TRIAE
10/26/2004,T3,R1,-1.66,17.13,-0.26,2004,8.7,0.16,TRIAE
10/26/2004,T3,R2,-0.86,14.26,0.47,2004,8.7,0.13,TRIAE
10/26/2004,T3,R3,-1.6,15.07,0.66,2004,8.7,0.16,TRIAE
10/26/2004,T3,R4,-2.15,25.42,-0.09,2004,8.7,0.12,TRIAE
10/26/2004,T4,R1,2.03,23.16,1.48,2004,8.7,0.14,TRIAE
10/26/2004,T4,R2,-4.22,25.93,1.52,2004,8.7,0.18,TRIAE
10/26/2004,T4,R3,-0.23,25.52,0.36,2004,8.7,0.17,TRIAE
10/26/2004,T4,R4,0.62,19.05,0.17,2004,8.7,0.18,TRIAE
10/26/2004,T5,R1,-0.82,14.91,1.27,2004,8.7,0.22,
10/26/2004,T5,R2,-0.85,10.16,0.42,2004,8.7,0.16,
10/26/2004,T5,R3,1.22,12.52,0.98,2004,8.7,0.18,
10/26/2004,T5,R4,-1.86,13.95,0.5,2004,8.7,0.17,
10/26/2004,T6,R1,0.03,27.45,0.98,2004,8.7,0.2,
10/26/2004,T6,R2,-2.47,23.98,2.85,2004,8.7,0.17,
10/26/2004,T6,R3,-2.13,18.2,2.56,2004,8.7,0.2,
10/26/2004,T6,R4,-1.24,21.44,1.61,2004,8.7,0.17,
10/26/2004,T7,R1,0.43,9.04,-0.08,2004,8.7,0.18,
10/26/2004,T7,R2,-0.82,18.26,0.25,2004,8.7,0.18,
10/26/2004,T7,R3,1.94,22.56,0.84,2004,8.7,0.18,
10/26/2004,T7,R4,-0.15,17.78,-0.31,2004,8.7,0.17,
9/28/2004,T1,R1,,,,2004,11.9,0.11,TRIAE
9/28/2004,T1,R2,1.93,16.17,1.35,2004,11.9,0.18,TRIAE
9/28/2004,T1,R3,-2.98,14.95,2.02,2004,11.9,0.13,TRIAE
9/28/2004,T1,R4,-0.9,13.53,1.49,2004,11.9,0.15,TRIAE
9/28/2004,T2,R1,-1.23,17.02,0.97,2004,11.9,0.13,TRIAE
9/28/2004,T2,R2,-2.83,11.98,0.45,2004,11.9,0.1,TRIAE
9/28/2004,T2,R3,-0.09,18.56,1.53,2004,11.9,0.11,TRIAE
9/28/2004,T2,R4,-1.4,17.13,0.9,2004,11.9,0.15,TRIAE
9/28/2004,T3,R1,0.06,15.97,0.35,2004,11.9,0.08,TRIAE
9/28/2004,T3,R2,-2.84,20.06,0.56,2004,11.9,0.09,TRIAE
9/28/2004,T3,R3,1.43,17.48,0.2,2004,11.9,0.11,TRIAE
9/28/2004,T3,R4,-1.54,26.78,0.7,2004,11.9,0.08,TRIAE
9/28/2004,T4,R1,-4.38,11.93,0.35,2004,11.9,0.07,TRIAE
9/28/2004,T4,R2,-2.73,32.02,1.69,2004,11.9,0.14,TRIAE
9/28/2004,T4,R3,-0.54,30.94,1.29,2004,11.9,0.12,TRIAE
9/28/2004,T4,R4,-0.78,28.55,1.03,2004,11.9,0.12,TRIAE
9/28/2004,T5,R1,-3.18,21.51,0.65,2004,11.9,0.16,
9/28/2004,T5,R2,-0.18,16.9,0.54,2004,11.9,0.14,
9/28/2004,T5,R3,-3.42,18.09,0.13,2004,11.9,0.11,
9/28/2004,T5,R4,-2.14,15.77,5.62,2004,11.9,0.11,
9/28/2004,T6,R1,-9.45,28.97,2.14,2004,11.9,0.15,
9/28/2004,T6,R2,-1.15,33.14,1.63,2004,11.9,0.14,
9/28/2004,T6,R3,-1.56,32.99,4.8,2004,11.9,0.16,
9/28/2004,T6,R4,-0.47,33.02,1.69,2004,11.9,0.11,
9/28/2004,T7,R1,-1.83,11.34,-0.33,2004,11.9,0.07,
9/28/2004,T7,R2,-3.82,20.55,0.5,2004,11.9,0.11,
9/28/2004,T7,R3,-1.66,25.06,0.72,2004,11.9,0.08,
9/28/2004,T7,R4,-4.43,22.84,0.78,2004,11.9,0.12,
9/14/2004,T1,R1,-0.17,19.4,0.87,2004,18.2,0.11,TRIAE
9/14/2004,T1,R2,0.85,26.25,1.26,2004,18.2,0.18,TRIAE
9/14/2004,T1,R3,0.49,32.45,2.71,2004,18.2,0.12,TRIAE
9/14/2004,T1,R4,-4.81,26.76,1.82,2004,18.2,0.15,TRIAE
9/14/2004,T2,R1,-0.2,23.56,0.46,2004,18.2,0.13,TRIAE
9/14/2004,T2,R2,-1.49,14.55,0.2,2004,18.2,0.11,TRIAE
9/14/2004,T2,R3,5.39,19.56,-0.16,2004,18.2,0.13,TRIAE
9/14/2004,T2,R4,0.13,29.12,1.81,2004,18.2,0.17,TRIAE
9/14/2004,T3,R1,-0.77,22.86,-0.23,2004,18.2,0.12,TRIAE
9/14/2004,T3,R2,-1.1,31.1,1.35,2004,18.2,0.14,TRIAE
9/14/2004,T3,R3,-1.06,37.73,1.02,2004,18.2,0.13,TRIAE
9/14/2004,T3,R4,-1.68,37.31,1.49,2004,18.2,0.11,TRIAE
9/14/2004,T4,R1,0.37,28.55,1.99,2004,18.2,0.1,TRIAE
9/14/2004,T4,R2,-1.99,33.09,4.24,2004,18.2,0.18,TRIAE
9/14/2004,T4,R3,-2,37.45,3.98,2004,18.2,0.16,TRIAE
9/14/2004,T4,R4,-0.99,39.46,3.23,2004,18.2,0.15,TRIAE
9/14/2004,T5,R1,0.96,22.54,1.44,2004,18.2,0.18,
9/14/2004,T5,R2,0.38,12.44,0.33,2004,18.2,0.13,
9/14/2004,T5,R3,-11.62,23.17,0.79,2004,18.2,0.15,
9/14/2004,T5,R4,-1.14,18.3,1.82,2004,18.2,0.14,
9/14/2004,T6,R1,,,,2004,18.2,0.15,
9/14/2004,T6,R2,-0.93,33.56,2.09,2004,18.2,0.14,
9/14/2004,T6,R3,-0.45,43.62,7.09,2004,18.2,0.19,
9/14/2004,T6,R4,-11.83,45.6,4.43,2004,18.2,0.14,
9/14/2004,T7,R1,-1.05,18.83,1.53,2004,18.2,0.18,
9/14/2004,T7,R2,-1.24,21.45,0.36,2004,18.2,0.14,
9/14/2004,T7,R3,-0.48,36.74,4.58,2004,18.2,0.13,
9/14/2004,T7,R4,-0.86,27.35,0.36,2004,18.2,0.13,
8/31/2004,T1,R1,0.14,25.09,-0.14,2004,10.8,0.17,TRIAE
8/31/2004,T1,R2,-1.01,37.45,1.75,2004,10.8,0.2,TRIAE
8/31/2004,T1,R3,0.49,30.25,0.93,2004,10.8,0.14,TRIAE
8/31/2004,T1,R4,-0.52,33.01,0.92,2004,10.8,0.17,TRIAE
8/31/2004,T2,R1,1.61,26.14,0.49,2004,10.8,0.15,TRIAE
8/31/2004,T2,R2,-0.87,27.18,0.87,2004,10.8,0.13,TRIAE
8/31/2004,T2,R3,-0.07,26.9,0.77,2004,10.8,0.16,TRIAE
8/31/2004,T2,R4,-0.74,34.89,3.06,2004,10.8,0.19,TRIAE
8/31/2004,T3,R1,1.21,23.76,0.67,2004,10.8,0.15,TRIAE
8/31/2004,T3,R2,-3.12,50.04,1.83,2004,10.8,0.15,TRIAE
8/31/2004,T3,R3,0.36,25.4,1.66,2004,10.8,0.16,TRIAE
8/31/2004,T3,R4,0.52,24.99,-0.14,2004,10.8,0.17,TRIAE
8/31/2004,T4,R1,-0.08,31.14,1.44,2004,10.8,0.15,TRIAE
8/31/2004,T4,R2,-1.58,27.49,1.42,2004,10.8,0.18,TRIAE
8/31/2004,T4,R3,-0.26,36.88,1.94,2004,10.8,0.19,TRIAE
8/31/2004,T4,R4,1.2,27.92,2.8,2004,10.8,0.18,TRIAE
8/31/2004,T5,R1,-1.7,32.15,0.91,2004,10.8,0.21,
8/31/2004,T5,R2,-0.33,23.63,0.05,2004,10.8,0.16,
8/31/2004,T5,R3,-0.45,31.61,1.77,2004,10.8,0.17,
8/31/2004,T5,R4,0.3,36.02,6.63,2004,10.8,0.15,
8/31/2004,T6,R1,0.91,42.6,9.85,2004,10.8,0.2,
8/31/2004,T6,R2,1.08,49.09,10.55,2004,10.8,0.17,
8/31/2004,T6,R3,-0.22,41.13,8.25,2004,10.8,0.2,
8/31/2004,T6,R4,-1.93,60.83,17.36,2004,10.8,0.19,
8/31/2004,T7,R1,1.17,23.27,1.04,2004,10.8,0.18,
8/31/2004,T7,R2,0.25,37.75,1.5,2004,10.8,0.2,
8/31/2004,T7,R3,-0.1,45.83,2.94,2004,10.8,0.19,
8/31/2004,T7,R4,-0.67,37.04,1.02,2004,10.8,0.16,
8/17/2004,T1,R1,-2.75,15.98,2.37,2004,14.4,0.12,TRIAE
8/17/2004,T1,R2,-2.52,23.15,3.16,2004,14.4,0.18,TRIAE
8/17/2004,T1,R3,-1.49,23.04,0.69,2004,14.4,0.13,TRIAE
8/17/2004,T1,R4,-1.21,22.82,2.22,2004,14.4,0.16,TRIAE
8/17/2004,T2,R1,-0.66,22.39,1.38,2004,14.4,0.13,TRIAE
8/17/2004,T2,R2,-1.18,19.49,0.64,2004,14.4,0.13,TRIAE
8/17/2004,T2,R3,-0.83,17.82,0.19,2004,14.4,0.15,TRIAE
8/17/2004,T2,R4,0.59,21.23,2.6,2004,14.4,0.18,TRIAE
8/17/2004,T3,R1,-0.35,23.46,1.39,2004,14.4,0.08,TRIAE
8/17/2004,T3,R2,0.58,23.62,0.72,2004,14.4,0.09,TRIAE
8/17/2004,T3,R3,0.53,27.33,0.59,2004,14.4,0.11,TRIAE
8/17/2004,T3,R4,-0.11,19.58,0.62,2004,14.4,0.07,TRIAE
8/17/2004,T4,R1,-3.52,20.72,0.28,2004,14.4,0.06,TRIAE
8/17/2004,T4,R2,-0.63,23.81,0.93,2004,14.4,0.13,TRIAE
8/17/2004,T4,R3,-2.96,22.73,0.07,2004,14.4,0.12,TRIAE
8/17/2004,T4,R4,-1.32,24.2,0.32,2004,14.4,0.53,TRIAE
8/17/2004,T5,R1,-1.46,27.12,1.56,2004,14.4,0.18,
8/17/2004,T5,R2,-0.86,21.48,1.06,2004,14.4,0.13,
8/17/2004,T5,R3,-2.66,30.41,1.92,2004,14.4,0.11,
8/17/2004,T5,R4,-1.85,21.97,2.4,2004,14.4,0.13,
8/17/2004,T6,R1,0.49,18.54,0.95,2004,14.4,0.12,
8/17/2004,T6,R2,0.12,25.74,1.54,2004,14.4,0.13,
8/17/2004,T6,R3,-1.23,24.58,0.29,2004,14.4,0.2,
8/17/2004,T6,R4,-1.65,31.3,1.65,2004,14.4,0.13,
8/17/2004,T7,R1,-1.99,15.69,-0.44,2004,14.4,0.07,
8/17/2004,T7,R2,-1.64,21.85,0.53,2004,14.4,0.1,
8/17/2004,T7,R3,-1.31,22.24,1.23,2004,14.4,0.09,
8/17/2004,T7,R4,-0.24,27.59,0.44,2004,14.4,0.11,
7/20/2004,T1,R1,-0.3,9.03,-0.03,2004,18.2,0.12,TRIAE
7/20/2004,T1,R2,-1.54,18.66,1.66,2004,18.2,0.17,TRIAE
7/20/2004,T1,R3,-3.05,8.41,-0.92,2004,18.2,0.1,TRIAE
7/20/2004,T1,R4,-4.14,34.54,2.52,2004,18.2,0.12,TRIAE
7/20/2004,T2,R1,-4.12,14.9,0.74,2004,18.2,0.12,TRIAE
7/20/2004,T2,R2,-2.24,15.77,0.79,2004,18.2,0.12,TRIAE
7/20/2004,T2,R3,0.32,14,1.53,2004,18.2,0.12,TRIAE
7/20/2004,T2,R4,-0.14,14.09,1.23,2004,18.2,0.13,TRIAE
7/20/2004,T3,R1,-4.23,21.11,0.95,2004,18.2,0.07,TRIAE
7/20/2004,T3,R2,-3.83,,2.13,2004,18.2,0.1,TRIAE
7/20/2004,T3,R3,-3.9,22.33,0.19,2004,18.2,0.08,TRIAE
7/20/2004,T3,R4,-4.95,22.64,-0.18,2004,18.2,0.07,TRIAE
7/20/2004,T4,R1,-8.06,21.38,1.02,2004,18.2,0.04,TRIAE
7/20/2004,T4,R2,-1.13,32,1.88,2004,18.2,0.11,TRIAE
7/20/2004,T4,R3,-2.94,30.03,1.01,2004,18.2,0.08,TRIAE
7/20/2004,T4,R4,-2.31,7.53,0.9,2004,18.2,0.1,TRIAE
7/20/2004,T5,R1,0.71,28.68,1.16,2004,18.2,0.15,
7/20/2004,T5,R2,0.77,23.95,1.23,2004,18.2,0.1,
7/20/2004,T5,R3,-1.14,12.6,-0.07,2004,18.2,0.1,
7/20/2004,T5,R4,-1.33,21.15,0.3,2004,18.2,0.11,
7/20/2004,T6,R1,,,,2004,18.2,0.12,
7/20/2004,T6,R2,-1.68,25.79,2.92,2004,18.2,0.12,
7/20/2004,T6,R3,-3.45,19.42,0.61,2004,18.2,0.14,
7/20/2004,T6,R4,-0.77,25.05,0.92,2004,18.2,0.1,
7/20/2004,T7,R1,-4.24,27.76,0.51,2004,18.2,0.07,
7/20/2004,T7,R2,-0.2,20.54,1.25,2004,18.2,0.13,
7/20/2004,T7,R3,-3.57,31.75,8.1,2004,18.2,0.13,
7/20/2004,T7,R4,-3.9,25.91,2.22,2004,18.2,0.08,
6/4/2004,T1,R1,0.23,10.94,0.64,2004,9.5,0.15,TRIAE
6/4/2004,T1,R2,-0.03,11.51,8.35,2004,9.5,0.2,TRIAE
6/4/2004,T1,R3,-0.43,11.04,2.28,2004,9.5,0.13,TRIAE
6/4/2004,T1,R4,-1.37,14.68,1.26,2004,9.5,0.18,TRIAE
6/4/2004,T2,R1,,,,2004,9.5,0.14,TRIAE
6/4/2004,T2,R2,-0.87,7.1,2.81,2004,9.5,0.14,TRIAE
6/4/2004,T2,R3,-0.2,10.09,1.08,2004,9.5,0.17,TRIAE
6/4/2004,T2,R4,0.52,7.21,6.52,2004,9.5,0.18,TRIAE
6/4/2004,T3,R1,0.74,15.27,1.54,2004,9.5,0.17,TRIAE
6/4/2004,T3,R2,-0.62,6.61,14.04,2004,9.5,0.15,TRIAE
6/4/2004,T3,R3,-0.5,17.25,6.26,2004,9.5,0.16,TRIAE
6/4/2004,T3,R4,-0.19,14.65,1.66,2004,9.5,0.16,TRIAE
6/4/2004,T4,R1,0.72,13.65,2.18,2004,9.5,0.18,TRIAE
6/4/2004,T4,R2,0.66,14.56,1.07,2004,9.5,0.2,TRIAE
6/4/2004,T4,R3,-0.18,8.99,1.31,2004,9.5,0.2,TRIAE
6/4/2004,T4,R4,-0.07,24.42,9.07,2004,9.5,0.2,TRIAE
6/4/2004,T5,R1,-0.73,13.2,1.2,2004,9.5,0.21,
6/4/2004,T5,R2,0.2,11.68,1.09,2004,9.5,0.21,
6/4/2004,T5,R3,-0.12,7.13,1.31,2004,9.5,0.17,
6/4/2004,T5,R4,-0.35,8.23,2.26,2004,9.5,0.17,
6/4/2004,T6,R1,0.56,8.5,1.62,2004,9.5,0.23,
6/4/2004,T6,R2,0.77,10.53,1.07,2004,9.5,0.17,
6/4/2004,T6,R3,0.56,16.76,0.89,2004,9.5,0.21,
6/4/2004,T6,R4,-0.55,10.94,1.78,2004,9.5,0.18,
6/4/2004,T7,R1,-0.16,9.78,1.14,2004,9.5,0.19,
6/4/2004,T7,R2,-0.15,8.14,1.28,2004,9.5,0.22,
6/4/2004,T7,R3,-0.65,8.71,3.08,2004,9.5,0.19,
6/4/2004,T7,R4,-0.23,14.42,1.16,2004,9.5,0.14,
5/18/2004,T1,R1,,20.59,11.53,2004,16.7,0.17,TRIAE
5/18/2004,T1,R2,,27.32,3.5,2004,16.7,0.23,TRIAE
5/18/2004,T1,R3,,17.69,11.84,2004,16.7,0.16,TRIAE
5/18/2004,T1,R4,,22.24,4.65,2004,16.7,0.19,TRIAE
5/18/2004,T2,R1,,17.42,2.95,2004,16.7,0.16,TRIAE
5/18/2004,T2,R2,,38.52,26.96,2004,16.7,0.16,TRIAE
5/18/2004,T2,R3,,28.01,17.05,2004,16.7,0.18,TRIAE
5/18/2004,T2,R4,,21.62,1.21,2004,16.7,0.2,TRIAE
5/18/2004,T3,R1,,21.84,16.94,2004,16.7,0.18,TRIAE
5/18/2004,T3,R2,,26.62,5.24,2004,16.7,0.19,TRIAE
5/18/2004,T3,R3,,17.57,1.47,2004,16.7,0.18,TRIAE
5/18/2004,T3,R4,,23.95,6.03,2004,16.7,0.18,TRIAE
5/18/2004,T4,R1,,17.98,1.81,2004,16.7,0.19,TRIAE
5/18/2004,T4,R2,,31.91,1.18,2004,16.7,0.23,TRIAE
5/18/2004,T4,R3,,41.36,-0.28,2004,16.7,0.21,TRIAE
5/18/2004,T4,R4,,32.44,9.82,2004,16.7,0.22,TRIAE
5/18/2004,T5,R1,,46.59,-0.52,2004,16.7,0.25,
5/18/2004,T5,R2,,33.84,9.41,2004,16.7,0.19,
5/18/2004,T5,R3,,34.02,-0.2,2004,16.7,0.18,
5/18/2004,T5,R4,,48.98,8.53,2004,16.7,0.19,
5/18/2004,T6,R1,,42.98,4.6,2004,16.7,0.22,
5/18/2004,T6,R2,,42.55,0.87,2004,16.7,0.17,
5/18/2004,T6,R3,,,,2004,16.7,0.25,
5/18/2004,T6,R4,,46.98,0.23,2004,16.7,0.2,
5/18/2004,T7,R1,,45.67,-0.68,2004,16.7,0.21,
5/18/2004,T7,R2,,33.88,-1.16,2004,16.7,0.21,
5/18/2004,T7,R3,,73.88,2.6,2004,16.7,0.21,
5/18/2004,T7,R4,,52.81,11.19,2004,16.7,0.18,
5/4/2004,T1,R1,,120.1,9.2,2004,1.4,,TRIAE
5/4/2004,T1,R2,,76.88,18.45,2004,1.4,,TRIAE
5/4/2004,T1,R3,,66.75,,2004,1.4,,TRIAE
5/4/2004,T1,R4,,71.82,15.85,2004,1.4,,TRIAE
5/4/2004,T2,R1,,62.35,12.43,2004,1.4,,TRIAE
5/4/2004,T2,R2,,77.08,17.65,2004,1.4,,TRIAE
5/4/2004,T2,R3,,67.58,11.99,2004,1.4,,TRIAE
5/4/2004,T2,R4,,73.34,9.59,2004,1.4,,TRIAE
5/4/2004,T3,R1,,56.36,14.03,2004,1.4,,TRIAE
5/4/2004,T3,R2,,92.16,16.46,2004,1.4,,TRIAE
5/4/2004,T3,R3,,66.59,12.86,2004,1.4,,TRIAE
5/4/2004,T3,R4,,136.2,12.64,2004,1.4,,TRIAE
5/4/2004,T4,R1,,54.87,7.55,2004,1.4,,TRIAE
5/4/2004,T4,R2,,68.36,8.55,2004,1.4,,TRIAE
5/4/2004,T4,R3,,115.59,12.48,2004,1.4,,TRIAE
5/4/2004,T4,R4,,91.63,17.08,2004,1.4,,TRIAE
5/4/2004,T5,R1,,125.14,7.83,2004,1.4,,
5/4/2004,T5,R2,,42.27,5.71,2004,1.4,,
5/4/2004,T5,R3,,64.39,12.01,2004,1.4,,
5/4/2004,T5,R4,,58.95,9.6,2004,1.4,,
5/4/2004,T6,R1,,89.9,-1.03,2004,1.4,,
5/4/2004,T6,R2,,101.81,20.59,2004,1.4,,
5/4/2004,T6,R3,,63,14.36,2004,1.4,,
5/4/2004,T6,R4,,85.34,10.39,2004,1.4,,
5/4/2004,T7,R1,,64.58,17.42,2004,1.4,,
5/4/2004,T7,R2,,59.74,6.85,2004,1.4,,
5/4/2004,T7,R3,,63.46,15.67,2004,1.4,,
5/4/2004,T7,R4,,56.07,13.38,2004,1.4,,
4/20/2004,T1,R1,1.55,26.42,2.82,2004,2.8,,TRIAE
4/20/2004,T1,R2,-0.18,16.3,1.77,2004,2.8,,TRIAE
4/20/2004,T1,R3,-0.85,11.09,1.12,2004,2.8,,TRIAE
4/20/2004,T1,R4,-1.71,11.9,0.99,2004,2.8,,TRIAE
4/20/2004,T2,R1,-0.82,7.8,2.23,2004,2.8,,TRIAE
4/20/2004,T2,R2,-0.08,9.76,2.21,2004,2.8,,TRIAE
4/20/2004,T2,R3,1.24,17.53,3.2,2004,2.8,,TRIAE
4/20/2004,T2,R4,-1.22,7.38,0.55,2004,2.8,,TRIAE
4/20/2004,T3,R1,-0.97,8.55,1.16,2004,2.8,,TRIAE
4/20/2004,T3,R2,,,,2004,2.8,,TRIAE
4/20/2004,T3,R3,-1.11,8.45,0.51,2004,2.8,,TRIAE
4/20/2004,T3,R4,-1.26,9.87,1.72,2004,2.8,,TRIAE
4/20/2004,T4,R1,-0.09,13.97,1.41,2004,2.8,,TRIAE
4/20/2004,T4,R2,-0.23,10.08,0.8,2004,2.8,,TRIAE
4/20/2004,T4,R3,1.55,9.69,1.74,2004,2.8,,TRIAE
4/20/2004,T4,R4,-0.46,7.79,0.13,2004,2.8,,TRIAE
4/20/2004,T5,R1,-0.38,26.71,1.39,2004,2.8,,
4/20/2004,T5,R2,0.44,13.17,1.59,2004,2.8,,
4/20/2004,T5,R3,-1.88,11.75,0.64,2004,2.8,,
4/20/2004,T5,R4,-0.89,13.84,0.29,2004,2.8,,
4/20/2004,T6,R1,-1.21,24.01,1.86,2004,2.8,,
4/20/2004,T6,R2,-0.1,17.25,1.83,2004,2.8,,
4/20/2004,T6,R3,-1.81,16.74,1.11,2004,2.8,,
4/20/2004,T6,R4,-1.43,18.59,1.48,2004,2.8,,
4/20/2004,T7,R1,0.9,12.2,1.68,2004,2.8,,
4/20/2004,T7,R2,-2.09,18.63,2.65,2004,2.8,,
4/20/2004,T7,R3,-0.87,20.53,0.25,2004,2.8,,
4/20/2004,T7,R4,0.53,13.74,0.43,2004,2.8,,
4/6/2004,T1,R1,-0.32,4.42,3.98,2004,-1,,TRIAE
4/6/2004,T1,R2,,,,2004,-1,,TRIAE
4/6/2004,T1,R3,-1.98,10.87,2.14,2004,-1,,TRIAE
4/6/2004,T1,R4,-0.58,5.38,1.78,2004,-1,,TRIAE
4/6/2004,T2,R1,-5.85,11.26,4.66,2004,-1,,TRIAE
4/6/2004,T2,R2,-1.44,6.82,5.3,2004,-1,,TRIAE
4/6/2004,T2,R3,-7.06,1.65,1.13,2004,-1,,TRIAE
4/6/2004,T2,R4,,,,2004,-1,,TRIAE
4/6/2004,T3,R1,,,,2004,-1,,TRIAE
4/6/2004,T3,R2,,,,2004,-1,,TRIAE
4/6/2004,T3,R3,,,,2004,-1,,TRIAE
4/6/2004,T3,R4,-2.63,3.6,3.22,2004,-1,,TRIAE
4/6/2004,T4,R1,-2.04,4.31,2.59,2004,-1,,TRIAE
4/6/2004,T4,R2,3.54,3.89,1.27,2004,-1,,TRIAE
4/6/2004,T4,R3,-4.5,2.01,0.64,2004,-1,,TRIAE
4/6/2004,T4,R4,,,,2004,-1,,TRIAE
4/6/2004,T5,R1,3.54,21.27,7.3,2004,-1,,
4/6/2004,T5,R2,-0.32,6.16,0.75,2004,-1,,
4/6/2004,T5,R3,-2.55,12.25,2.85,2004,-1,,
4/6/2004,T5,R4,2.13,4.9,0.12,2004,-1,,
4/6/2004,T6,R1,3.11,15.36,4.2,2004,-1,,
4/6/2004,T6,R2,1.64,9.71,5.47,2004,-1,,
4/6/2004,T6,R3,-0.52,8.01,-0.21,2004,-1,,
4/6/2004,T6,R4,-3.27,6.04,3.17,2004,-1,,
4/6/2004,T7,R1,,,,2004,-1,,
4/6/2004,T7,R2,0.24,4.75,-0.17,2004,-1,,
4/6/2004,T7,R3,-1.01,9.5,2.23,2004,-1,,
4/6/2004,T7,R4,1.21,10.89,2.17,2004,-1,,
3/25/2004,T1,R1,2.15,12.26,6.34,2004,12.3,0.15,TRIAE
3/25/2004,T1,R2,,,,2004,12.3,0.2,TRIAE
3/25/2004,T1,R3,1.99,6.56,1.11,2004,12.3,0.16,TRIAE
3/25/2004,T1,R4,-1.22,17.92,4.61,2004,12.3,0.19,TRIAE
3/25/2004,T2,R1,-0.57,21.75,8.15,2004,12.3,0.16,TRIAE
3/25/2004,T2,R2,-4.54,26.15,5.46,2004,12.3,0.15,TRIAE
3/25/2004,T2,R3,-2.77,17.33,1.92,2004,12.3,0.17,TRIAE
3/25/2004,T2,R4,-1.94,8.86,2.37,2004,12.3,0.2,TRIAE
3/25/2004,T3,R1,-0.66,5.81,0.87,2004,12.3,0.19,TRIAE
3/25/2004,T3,R2,0.87,13.6,5.43,2004,12.3,0.2,TRIAE
3/25/2004,T3,R3,0.71,9.09,4.31,2004,12.3,0.18,TRIAE
3/25/2004,T3,R4,-3.97,20.47,5.66,2004,12.3,0.18,TRIAE
3/25/2004,T4,R1,0.64,12.65,7.88,2004,12.3,0.19,TRIAE
3/25/2004,T4,R2,-1.55,3.38,3.76,2004,12.3,0.22,TRIAE
3/25/2004,T4,R3,-0.47,15.55,19.65,2004,12.3,0.21,TRIAE
3/25/2004,T4,R4,-1.26,6.5,8.94,2004,12.3,0.21,TRIAE
3/25/2004,T5,R1,1.44,20.66,-0.24,2004,12.3,0.24,
3/25/2004,T5,R2,3.04,12.8,1.94,2004,12.3,0.18,
3/25/2004,T5,R3,,,,2004,12.3,,
3/25/2004,T5,R4,2.3,11.54,3.98,2004,12.3,0.18,
3/25/2004,T6,R1,1.58,19.66,4.98,2004,12.3,0.21,
3/25/2004,T6,R2,-2.39,7.19,1.76,2004,12.3,0.19,
3/25/2004,T6,R3,-3.05,29.26,18.05,2004,12.3,0.23,
3/25/2004,T6,R4,-1.19,24.89,2.21,2004,12.3,0.18,
3/25/2004,T7,R1,0.46,22.16,2.08,2004,12.3,0.21,
3/25/2004,T7,R2,0.3,20.92,1.17,2004,12.3,0.22,
