# Fertilizer Application Report for the MCSE,,,,,,,,,,
#,,,,,,,,,,
# Original Data Source: https://lter.kbs.msu.edu/datatables/159,,,,,,,,,,
# The newest version of the data https://lter.kbs.msu.edu/datatables/159.csv,,,,,,,,,,
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/7.eml,,,,,,,,,,
#,,,,,,,,,,
# These Data are copyrighted and use in a publication requires written permission,,,,,,,,,,
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/,,,,,,,,,,
# Use of the data constitutes acceptance of the terms.,,,,,,,,,,
#,,,,,,,,,,
#     VARIATE TABLE,,,,,,,,,,
"# obs_date		Date of the observation",,,,,,,,,,
"# treatment		LTER Main Site Treatment",,,,,,,,,,
"# replicate		LTER replicate that the observation is taken from",,,,,,,,,,
"# plot		LTER plot",,,,,,,,,,
"# material		The fertiizer material used",,,,,,,,,,
"# rate_kg_ha	kilogramsPerHectare	The rate of fertilizer application in kg per ha",,,,,,,,,,
"# n_rate_kg_ha	kilogramsPerHectare	The N fertilization  rate in kg per ha rounded to the nearest kg",,,,,,,,,,
"# p_rate_kg_ha	kilogramsPerHectare	The P fertilization rate in kg per ha rounded to the nearest kg",,,,,,,,,,
"# k_rate_kg_ha	kilogramsPerHectare	The K fertilization rate in kg per ha rounded to the nearest kg",,,,,,,,,,
"# comment		The full aglog entry",,,,,,,,,,
"# source		The URL of the aglog entry",,,,,,,,,,
#,,,,,,,,,,
#,,,,,,,,,,
#        DATA TABLE CORRECTIONS AND COMMENTS,,,,,,,,,,
#!!! Use with caution. If the aglog entries are not filled out completely data will be missing here.!!!,,,,,,,,,,
#,,,,,,,,,,
#2020-05-06 Sven Bohm. Added source URL,,,,,,,,,,
#,,,,,kilogramsPerHectare,kilogramsPerHectare,kilogramsPerHectare,kilogramsPerHectare,,
obs_date,treatment,replicate,plot,material,rate_kg_ha,n_rate_kg_ha,p_rate_kg_ha,k_rate_kg_ha,comment,source
6/25/2012,T2,R6,T2R6,Ammonium sulfate (AMS),4,1,,,"Sprayed the LTER Main Site Treatment T2, all replications (reps 2, 3, 5, 4, 1 and 6) with Roundup Power Max (EPA Reg. No. 524-549) (Glyphosate: N-(phosphonomethyl)glycine, in the form of its potassium salt, 48.7%) and Ammonium Sulfate (sprayable, CAS #7783-20-2) for post-emergence weed control in soybeans. Roundup Power Max was applied at 22 oz/A and the ammonium sulfate was applied at 3.4 lbs/A. Equipment used: JD 5220 tractor traveling 4.8 mph (gear C1, 1400 rpm) with a pull type Top Air Sprayer equipped with a hydraulic centrifugal sprayer pump and a Raven 440 automatic carrier control unit. Turbo TeeJet 11003 nozzles were used, spaced 15 inches apart with a total boom length of 30 feet. 10 psi was used. Water applied at 20 gals/A (187 L/Ha) was used as the carrier. Weather conditions at start were 61 degrees F (16.1 degrees C), 64% relative humidity, 10 minute wind velocity of 8 mph from NNE. Weather conditions at the end were 70 degrees F (21.1 degrees C), 39% relative humidity, 10 minute wind velocity of 12 mph from NNE. Because of the wind conditions, a lower boom pressure was used to create larger droplet size and reduce drift.
",http://aglog.kbs.msu.edu/observations/1984
6/25/2012,T2,R5,T2R5,Ammonium sulfate (AMS),4,1,,,"Sprayed the LTER Main Site Treatment T2, all replications (reps 2, 3, 5, 4, 1 and 6) with Roundup Power Max (EPA Reg. No. 524-549) (Glyphosate: N-(phosphonomethyl)glycine, in the form of its potassium salt, 48.7%) and Ammonium Sulfate (sprayable, CAS #7783-20-2) for post-emergence weed control in soybeans. Roundup Power Max was applied at 22 oz/A and the ammonium sulfate was applied at 3.4 lbs/A. Equipment used: JD 5220 tractor traveling 4.8 mph (gear C1, 1400 rpm) with a pull type Top Air Sprayer equipped with a hydraulic centrifugal sprayer pump and a Raven 440 automatic carrier control unit. Turbo TeeJet 11003 nozzles were used, spaced 15 inches apart with a total boom length of 30 feet. 10 psi was used. Water applied at 20 gals/A (187 L/Ha) was used as the carrier. Weather conditions at start were 61 degrees F (16.1 degrees C), 64% relative humidity, 10 minute wind velocity of 8 mph from NNE. Weather conditions at the end were 70 degrees F (21.1 degrees C), 39% relative humidity, 10 minute wind velocity of 12 mph from NNE. Because of the wind conditions, a lower boom pressure was used to create larger droplet size and reduce drift.
",http://aglog.kbs.msu.edu/observations/1984
5/10/2012,T2,R3,T2R3,Ammonium sulfate (AMS),4,1,,,"Sprayed the LTER Main Site Treatment T2, all replications (reps 6, 5, 4, 3, 2 and 1) for preplant burndown weed control using Roundup PowerMax and ammonium sulfate. Roundup Power Max (EPA Reg. No. 524-549) (Glyphosate: N-(phosphonomethyl) glycine, in the form of its potassium salt, 48.7%) was applied at 1 qt/acre, and Ammonium Sulfate (sprayable, CAS #7783-20-2) was applied at 3.4 lbs/acre. Weather conditions: Sunny with air temperature of 61 degrees F. Relative Humidity was 33%. Wind was from north at 2 mph. Time of application was 1:45 p.m. - 4:30 p.m. Equipment Used: JD 5220 tractor traveling 3.8 mph (gear B3, 1700 rpm) with a pull type Top Air Sprayer equipped with a hydraulic centrifugal sprayer pump and a Raven 440 automatic carrier control unit. Turbo TeeJet 11003 nozzles were used, spaced 15 inches apart with a total boom length of 30 feet. 20 psi were used. Water applied at 20 gals/A, (187 L/ha), was used as the carrier.
",http://aglog.kbs.msu.edu/observations/1892
5/10/2012,T2,R2,T2R2,Ammonium sulfate (AMS),4,1,,,"Sprayed the LTER Main Site Treatment T2, all replications (reps 6, 5, 4, 3, 2 and 1) for preplant burndown weed control using Roundup PowerMax and ammonium sulfate. Roundup Power Max (EPA Reg. No. 524-549) (Glyphosate: N-(phosphonomethyl) glycine, in the form of its potassium salt, 48.7%) was applied at 1 qt/acre, and Ammonium Sulfate (sprayable, CAS #7783-20-2) was applied at 3.4 lbs/acre. Weather conditions: Sunny with air temperature of 61 degrees F. Relative Humidity was 33%. Wind was from north at 2 mph. Time of application was 1:45 p.m. - 4:30 p.m. Equipment Used: JD 5220 tractor traveling 3.8 mph (gear B3, 1700 rpm) with a pull type Top Air Sprayer equipped with a hydraulic centrifugal sprayer pump and a Raven 440 automatic carrier control unit. Turbo TeeJet 11003 nozzles were used, spaced 15 inches apart with a total boom length of 30 feet. 20 psi were used. Water applied at 20 gals/A, (187 L/ha), was used as the carrier.
",http://aglog.kbs.msu.edu/observations/1892
5/10/2012,T2,R5,T2R5,Ammonium sulfate (AMS),4,1,,,"Sprayed the LTER Main Site Treatment T2, all replications (reps 6, 5, 4, 3, 2 and 1) for preplant burndown weed control using Roundup PowerMax and ammonium sulfate. Roundup Power Max (EPA Reg. No. 524-549) (Glyphosate: N-(phosphonomethyl) glycine, in the form of its potassium salt, 48.7%) was applied at 1 qt/acre, and Ammonium Sulfate (sprayable, CAS #7783-20-2) was applied at 3.4 lbs/acre. Weather conditions: Sunny with air temperature of 61 degrees F. Relative Humidity was 33%. Wind was from north at 2 mph. Time of application was 1:45 p.m. - 4:30 p.m. Equipment Used: JD 5220 tractor traveling 3.8 mph (gear B3, 1700 rpm) with a pull type Top Air Sprayer equipped with a hydraulic centrifugal sprayer pump and a Raven 440 automatic carrier control unit. Turbo TeeJet 11003 nozzles were used, spaced 15 inches apart with a total boom length of 30 feet. 20 psi were used. Water applied at 20 gals/A, (187 L/ha), was used as the carrier.
",http://aglog.kbs.msu.edu/observations/1892
5/10/2012,T2,R4,T2R4,Ammonium sulfate (AMS),4,1,,,"Sprayed the LTER Main Site Treatment T2, all replications (reps 6, 5, 4, 3, 2 and 1) for preplant burndown weed control using Roundup PowerMax and ammonium sulfate. Roundup Power Max (EPA Reg. No. 524-549) (Glyphosate: N-(phosphonomethyl) glycine, in the form of its potassium salt, 48.7%) was applied at 1 qt/acre, and Ammonium Sulfate (sprayable, CAS #7783-20-2) was applied at 3.4 lbs/acre. Weather conditions: Sunny with air temperature of 61 degrees F. Relative Humidity was 33%. Wind was from north at 2 mph. Time of application was 1:45 p.m. - 4:30 p.m. Equipment Used: JD 5220 tractor traveling 3.8 mph (gear B3, 1700 rpm) with a pull type Top Air Sprayer equipped with a hydraulic centrifugal sprayer pump and a Raven 440 automatic carrier control unit. Turbo TeeJet 11003 nozzles were used, spaced 15 inches apart with a total boom length of 30 feet. 20 psi were used. Water applied at 20 gals/A, (187 L/ha), was used as the carrier.
",http://aglog.kbs.msu.edu/observations/1892
5/10/2012,T2,R1,T2R1,Ammonium sulfate (AMS),4,1,,,"Sprayed the LTER Main Site Treatment T2, all replications (reps 6, 5, 4, 3, 2 and 1) for preplant burndown weed control using Roundup PowerMax and ammonium sulfate. Roundup Power Max (EPA Reg. No. 524-549) (Glyphosate: N-(phosphonomethyl) glycine, in the form of its potassium salt, 48.7%) was applied at 1 qt/acre, and Ammonium Sulfate (sprayable, CAS #7783-20-2) was applied at 3.4 lbs/acre. Weather conditions: Sunny with air temperature of 61 degrees F. Relative Humidity was 33%. Wind was from north at 2 mph. Time of application was 1:45 p.m. - 4:30 p.m. Equipment Used: JD 5220 tractor traveling 3.8 mph (gear B3, 1700 rpm) with a pull type Top Air Sprayer equipped with a hydraulic centrifugal sprayer pump and a Raven 440 automatic carrier control unit. Turbo TeeJet 11003 nozzles were used, spaced 15 inches apart with a total boom length of 30 feet. 20 psi were used. Water applied at 20 gals/A, (187 L/ha), was used as the carrier.
",http://aglog.kbs.msu.edu/observations/1892
5/10/2012,T2,R6,T2R6,Ammonium sulfate (AMS),4,1,,,"Sprayed the LTER Main Site Treatment T2, all replications (reps 6, 5, 4, 3, 2 and 1) for preplant burndown weed control using Roundup PowerMax and ammonium sulfate. Roundup Power Max (EPA Reg. No. 524-549) (Glyphosate: N-(phosphonomethyl) glycine, in the form of its potassium salt, 48.7%) was applied at 1 qt/acre, and Ammonium Sulfate (sprayable, CAS #7783-20-2) was applied at 3.4 lbs/acre. Weather conditions: Sunny with air temperature of 61 degrees F. Relative Humidity was 33%. Wind was from north at 2 mph. Time of application was 1:45 p.m. - 4:30 p.m. Equipment Used: JD 5220 tractor traveling 3.8 mph (gear B3, 1700 rpm) with a pull type Top Air Sprayer equipped with a hydraulic centrifugal sprayer pump and a Raven 440 automatic carrier control unit. Turbo TeeJet 11003 nozzles were used, spaced 15 inches apart with a total boom length of 30 feet. 20 psi were used. Water applied at 20 gals/A, (187 L/ha), was used as the carrier.
",http://aglog.kbs.msu.edu/observations/1892
4/23/2012,T2,R1,T2R1,11-52-0 monoammonium phosphate fertilizer,76,8,17,0,"Fertilized LTER Main Site treatment T2, all replications (reps. 6, 4, 3, 2, 5, and 1) with monoammonium phosphate (MAP: 11-52-0) at 60 lbs/A product. The north 5 meters of the microplots in the northwest corner of the plots were not fertilized. The 60 lbs/A of MAP provided 6.6 lbs/A of nitrogen and 31.2 lbs/A of PO4. The fertilizer was applied with the JD 7420(a) tractor traveling at approximately 3.5 mph, and a Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 60 lbs/cu ft; metering wheel 1 1/4” diameter (yellow); deflector spacing 22”; meter cal number 204; air pressure was 12-14 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above the ground level. Weather conditions (start and finish): sunny, temperatures 38-51 degrees F, winds 6-13 mph from northwest to north, 56-27% relative humidity, application time 8 - 11:30 a.m.",http://aglog.kbs.msu.edu/observations/1865
4/23/2012,T2,R6,T2R6,11-52-0 monoammonium phosphate fertilizer,76,8,17,0,"Fertilized LTER Main Site treatment T2, all replications (reps. 6, 4, 3, 2, 5, and 1) with monoammonium phosphate (MAP: 11-52-0) at 60 lbs/A product. The north 5 meters of the microplots in the northwest corner of the plots were not fertilized. The 60 lbs/A of MAP provided 6.6 lbs/A of nitrogen and 31.2 lbs/A of PO4. The fertilizer was applied with the JD 7420(a) tractor traveling at approximately 3.5 mph, and a Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 60 lbs/cu ft; metering wheel 1 1/4” diameter (yellow); deflector spacing 22”; meter cal number 204; air pressure was 12-14 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above the ground level. Weather conditions (start and finish): sunny, temperatures 38-51 degrees F, winds 6-13 mph from northwest to north, 56-27% relative humidity, application time 8 - 11:30 a.m.",http://aglog.kbs.msu.edu/observations/1865
4/23/2012,T2,R5,T2R5,11-52-0 monoammonium phosphate fertilizer,76,8,17,0,"Fertilized LTER Main Site treatment T2, all replications (reps. 6, 4, 3, 2, 5, and 1) with monoammonium phosphate (MAP: 11-52-0) at 60 lbs/A product. The north 5 meters of the microplots in the northwest corner of the plots were not fertilized. The 60 lbs/A of MAP provided 6.6 lbs/A of nitrogen and 31.2 lbs/A of PO4. The fertilizer was applied with the JD 7420(a) tractor traveling at approximately 3.5 mph, and a Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 60 lbs/cu ft; metering wheel 1 1/4” diameter (yellow); deflector spacing 22”; meter cal number 204; air pressure was 12-14 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above the ground level. Weather conditions (start and finish): sunny, temperatures 38-51 degrees F, winds 6-13 mph from northwest to north, 56-27% relative humidity, application time 8 - 11:30 a.m.",http://aglog.kbs.msu.edu/observations/1865
4/23/2012,T2,R4,T2R4,11-52-0 monoammonium phosphate fertilizer,76,8,17,0,"Fertilized LTER Main Site treatment T2, all replications (reps. 6, 4, 3, 2, 5, and 1) with monoammonium phosphate (MAP: 11-52-0) at 60 lbs/A product. The north 5 meters of the microplots in the northwest corner of the plots were not fertilized. The 60 lbs/A of MAP provided 6.6 lbs/A of nitrogen and 31.2 lbs/A of PO4. The fertilizer was applied with the JD 7420(a) tractor traveling at approximately 3.5 mph, and a Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 60 lbs/cu ft; metering wheel 1 1/4” diameter (yellow); deflector spacing 22”; meter cal number 204; air pressure was 12-14 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above the ground level. Weather conditions (start and finish): sunny, temperatures 38-51 degrees F, winds 6-13 mph from northwest to north, 56-27% relative humidity, application time 8 - 11:30 a.m.",http://aglog.kbs.msu.edu/observations/1865
4/23/2012,T2,R3,T2R3,11-52-0 monoammonium phosphate fertilizer,76,8,17,0,"Fertilized LTER Main Site treatment T2, all replications (reps. 6, 4, 3, 2, 5, and 1) with monoammonium phosphate (MAP: 11-52-0) at 60 lbs/A product. The north 5 meters of the microplots in the northwest corner of the plots were not fertilized. The 60 lbs/A of MAP provided 6.6 lbs/A of nitrogen and 31.2 lbs/A of PO4. The fertilizer was applied with the JD 7420(a) tractor traveling at approximately 3.5 mph, and a Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 60 lbs/cu ft; metering wheel 1 1/4” diameter (yellow); deflector spacing 22”; meter cal number 204; air pressure was 12-14 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above the ground level. Weather conditions (start and finish): sunny, temperatures 38-51 degrees F, winds 6-13 mph from northwest to north, 56-27% relative humidity, application time 8 - 11:30 a.m.",http://aglog.kbs.msu.edu/observations/1865
4/23/2012,T2,R2,T2R2,11-52-0 monoammonium phosphate fertilizer,76,8,17,0,"Fertilized LTER Main Site treatment T2, all replications (reps. 6, 4, 3, 2, 5, and 1) with monoammonium phosphate (MAP: 11-52-0) at 60 lbs/A product. The north 5 meters of the microplots in the northwest corner of the plots were not fertilized. The 60 lbs/A of MAP provided 6.6 lbs/A of nitrogen and 31.2 lbs/A of PO4. The fertilizer was applied with the JD 7420(a) tractor traveling at approximately 3.5 mph, and a Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 60 lbs/cu ft; metering wheel 1 1/4” diameter (yellow); deflector spacing 22”; meter cal number 204; air pressure was 12-14 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above the ground level. Weather conditions (start and finish): sunny, temperatures 38-51 degrees F, winds 6-13 mph from northwest to north, 56-27% relative humidity, application time 8 - 11:30 a.m.",http://aglog.kbs.msu.edu/observations/1865
4/13/2012,T2,R6,T2R6,0-0-60 potash fertilizer,103,0,0,31,"Fertilized LTER Main Site treatment T2, all replications (reps. 1, 4, 3, 6, 2 and 5) with potash (0-0-60) at 92 lbs/A. The 92 lbs/A potash provided  55.2 lbs/A K2O to the plots. The fertilizer was applied with the JD 7420(a) tractor traveling at approximately 4.8 mph, 1650 rpm travelling in gear C2; Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 monitor which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 70 lbs/cu ft; metering wheel 1 1/4” diameter (yellow); deflector spacing 22”; meter cal number 199; air pressure was 12 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above the ground level. Weather conditions: sunny, temperatures 61 degrees F, winds 4 mph from south (10 minute average of 5 mph), 32% relative humidity, application time 2:30-4:30 p.m.
",http://aglog.kbs.msu.edu/observations/1855
4/13/2012,T2,R5,T2R5,0-0-60 potash fertilizer,103,0,0,31,"Fertilized LTER Main Site treatment T2, all replications (reps. 1, 4, 3, 6, 2 and 5) with potash (0-0-60) at 92 lbs/A. The 92 lbs/A potash provided  55.2 lbs/A K2O to the plots. The fertilizer was applied with the JD 7420(a) tractor traveling at approximately 4.8 mph, 1650 rpm travelling in gear C2; Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 monitor which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 70 lbs/cu ft; metering wheel 1 1/4” diameter (yellow); deflector spacing 22”; meter cal number 199; air pressure was 12 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above the ground level. Weather conditions: sunny, temperatures 61 degrees F, winds 4 mph from south (10 minute average of 5 mph), 32% relative humidity, application time 2:30-4:30 p.m.
",http://aglog.kbs.msu.edu/observations/1855
4/13/2012,T2,R4,T2R4,0-0-60 potash fertilizer,103,0,0,31,"Fertilized LTER Main Site treatment T2, all replications (reps. 1, 4, 3, 6, 2 and 5) with potash (0-0-60) at 92 lbs/A. The 92 lbs/A potash provided  55.2 lbs/A K2O to the plots. The fertilizer was applied with the JD 7420(a) tractor traveling at approximately 4.8 mph, 1650 rpm travelling in gear C2; Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 monitor which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 70 lbs/cu ft; metering wheel 1 1/4” diameter (yellow); deflector spacing 22”; meter cal number 199; air pressure was 12 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above the ground level. Weather conditions: sunny, temperatures 61 degrees F, winds 4 mph from south (10 minute average of 5 mph), 32% relative humidity, application time 2:30-4:30 p.m.
",http://aglog.kbs.msu.edu/observations/1855
4/13/2012,T2,R3,T2R3,0-0-60 potash fertilizer,103,0,0,31,"Fertilized LTER Main Site treatment T2, all replications (reps. 1, 4, 3, 6, 2 and 5) with potash (0-0-60) at 92 lbs/A. The 92 lbs/A potash provided  55.2 lbs/A K2O to the plots. The fertilizer was applied with the JD 7420(a) tractor traveling at approximately 4.8 mph, 1650 rpm travelling in gear C2; Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 monitor which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 70 lbs/cu ft; metering wheel 1 1/4” diameter (yellow); deflector spacing 22”; meter cal number 199; air pressure was 12 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above the ground level. Weather conditions: sunny, temperatures 61 degrees F, winds 4 mph from south (10 minute average of 5 mph), 32% relative humidity, application time 2:30-4:30 p.m.
",http://aglog.kbs.msu.edu/observations/1855
4/13/2012,T2,R2,T2R2,0-0-60 potash fertilizer,103,0,0,31,"Fertilized LTER Main Site treatment T2, all replications (reps. 1, 4, 3, 6, 2 and 5) with potash (0-0-60) at 92 lbs/A. The 92 lbs/A potash provided  55.2 lbs/A K2O to the plots. The fertilizer was applied with the JD 7420(a) tractor traveling at approximately 4.8 mph, 1650 rpm travelling in gear C2; Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 monitor which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 70 lbs/cu ft; metering wheel 1 1/4” diameter (yellow); deflector spacing 22”; meter cal number 199; air pressure was 12 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above the ground level. Weather conditions: sunny, temperatures 61 degrees F, winds 4 mph from south (10 minute average of 5 mph), 32% relative humidity, application time 2:30-4:30 p.m.
",http://aglog.kbs.msu.edu/observations/1855
4/13/2012,T2,R1,T2R1,0-0-60 potash fertilizer,103,0,0,31,"Fertilized LTER Main Site treatment T2, all replications (reps. 1, 4, 3, 6, 2 and 5) with potash (0-0-60) at 92 lbs/A. The 92 lbs/A potash provided  55.2 lbs/A K2O to the plots. The fertilizer was applied with the JD 7420(a) tractor traveling at approximately 4.8 mph, 1650 rpm travelling in gear C2; Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 monitor which monitored the application and automatically adjusted the metering rate for changes in ground speed. For the Gandy/Raven set-up, the following were used: Density 70 lbs/cu ft; metering wheel 1 1/4” diameter (yellow); deflector spacing 22”; meter cal number 199; air pressure was 12 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above the ground level. Weather conditions: sunny, temperatures 61 degrees F, winds 4 mph from south (10 minute average of 5 mph), 32% relative humidity, application time 2:30-4:30 p.m.
",http://aglog.kbs.msu.edu/observations/1855
4/11/2012,T2,R6,T2R6,lime,0,0,0,0,"Applied lime to the LTER main site treatment T2, all replications (reps. 1, 3, 5, 4, 2 and 6). Lime was applied at 2 tons/A for replicates 3, 4, and 5; lime was applied at 1 ton/A for replicates 1, 2, and 6. Where a T2 plot was either to the north or to the south of a T7 succession plot (reps 3 and 5 only), a single headrow pass on that side was made east/west to facilitate the application; otherwise, all passes were made north/south. Dolomitic agricultural lime (Maybee Aglime by Stoneco [www.stoneco.net], containing 18.61% calcium and 9.5% magnesium) was applied with an AGCO TerraGator 6303 by Stafford Farms. Passes were 60 feet wide controlled by an autotrac steering system run by a controller in a Raven Precision Viper system. Weather conditions at the start (7:00 a.m.) were winds 3 mph NNW (10 minute average 3 mph), 33 degrees F, 75% relative humidity, sunny to mostly sunny; weather conditions at the finish (12:30 p.m.) were winds 2 mph (10 minute average 6 mph), 50 degrees F, 46% relative humidity, mostly sunny.",http://aglog.kbs.msu.edu/observations/1851
4/11/2012,T2,R1,T2R1,lime,0,0,0,0,"Applied lime to the LTER main site treatment T2, all replications (reps. 1, 3, 5, 4, 2 and 6). Lime was applied at 2 tons/A for replicates 3, 4, and 5; lime was applied at 1 ton/A for replicates 1, 2, and 6. Where a T2 plot was either to the north or to the south of a T7 succession plot (reps 3 and 5 only), a single headrow pass on that side was made east/west to facilitate the application; otherwise, all passes were made north/south. Dolomitic agricultural lime (Maybee Aglime by Stoneco [www.stoneco.net], containing 18.61% calcium and 9.5% magnesium) was applied with an AGCO TerraGator 6303 by Stafford Farms. Passes were 60 feet wide controlled by an autotrac steering system run by a controller in a Raven Precision Viper system. Weather conditions at the start (7:00 a.m.) were winds 3 mph NNW (10 minute average 3 mph), 33 degrees F, 75% relative humidity, sunny to mostly sunny; weather conditions at the finish (12:30 p.m.) were winds 2 mph (10 minute average 6 mph), 50 degrees F, 46% relative humidity, mostly sunny.",http://aglog.kbs.msu.edu/observations/1851
4/11/2012,T2,R2,T2R2,lime,0,0,0,0,"Applied lime to the LTER main site treatment T2, all replications (reps. 1, 3, 5, 4, 2 and 6). Lime was applied at 2 tons/A for replicates 3, 4, and 5; lime was applied at 1 ton/A for replicates 1, 2, and 6. Where a T2 plot was either to the north or to the south of a T7 succession plot (reps 3 and 5 only), a single headrow pass on that side was made east/west to facilitate the application; otherwise, all passes were made north/south. Dolomitic agricultural lime (Maybee Aglime by Stoneco [www.stoneco.net], containing 18.61% calcium and 9.5% magnesium) was applied with an AGCO TerraGator 6303 by Stafford Farms. Passes were 60 feet wide controlled by an autotrac steering system run by a controller in a Raven Precision Viper system. Weather conditions at the start (7:00 a.m.) were winds 3 mph NNW (10 minute average 3 mph), 33 degrees F, 75% relative humidity, sunny to mostly sunny; weather conditions at the finish (12:30 p.m.) were winds 2 mph (10 minute average 6 mph), 50 degrees F, 46% relative humidity, mostly sunny.",http://aglog.kbs.msu.edu/observations/1851
4/11/2012,T2,R3,T2R3,lime,0,0,0,0,"Applied lime to the LTER main site treatment T2, all replications (reps. 1, 3, 5, 4, 2 and 6). Lime was applied at 2 tons/A for replicates 3, 4, and 5; lime was applied at 1 ton/A for replicates 1, 2, and 6. Where a T2 plot was either to the north or to the south of a T7 succession plot (reps 3 and 5 only), a single headrow pass on that side was made east/west to facilitate the application; otherwise, all passes were made north/south. Dolomitic agricultural lime (Maybee Aglime by Stoneco [www.stoneco.net], containing 18.61% calcium and 9.5% magnesium) was applied with an AGCO TerraGator 6303 by Stafford Farms. Passes were 60 feet wide controlled by an autotrac steering system run by a controller in a Raven Precision Viper system. Weather conditions at the start (7:00 a.m.) were winds 3 mph NNW (10 minute average 3 mph), 33 degrees F, 75% relative humidity, sunny to mostly sunny; weather conditions at the finish (12:30 p.m.) were winds 2 mph (10 minute average 6 mph), 50 degrees F, 46% relative humidity, mostly sunny.",http://aglog.kbs.msu.edu/observations/1851
4/11/2012,T2,R4,T2R4,lime,0,0,0,0,"Applied lime to the LTER main site treatment T2, all replications (reps. 1, 3, 5, 4, 2 and 6). Lime was applied at 2 tons/A for replicates 3, 4, and 5; lime was applied at 1 ton/A for replicates 1, 2, and 6. Where a T2 plot was either to the north or to the south of a T7 succession plot (reps 3 and 5 only), a single headrow pass on that side was made east/west to facilitate the application; otherwise, all passes were made north/south. Dolomitic agricultural lime (Maybee Aglime by Stoneco [www.stoneco.net], containing 18.61% calcium and 9.5% magnesium) was applied with an AGCO TerraGator 6303 by Stafford Farms. Passes were 60 feet wide controlled by an autotrac steering system run by a controller in a Raven Precision Viper system. Weather conditions at the start (7:00 a.m.) were winds 3 mph NNW (10 minute average 3 mph), 33 degrees F, 75% relative humidity, sunny to mostly sunny; weather conditions at the finish (12:30 p.m.) were winds 2 mph (10 minute average 6 mph), 50 degrees F, 46% relative humidity, mostly sunny.",http://aglog.kbs.msu.edu/observations/1851
4/11/2012,T2,R5,T2R5,lime,0,0,0,0,"Applied lime to the LTER main site treatment T2, all replications (reps. 1, 3, 5, 4, 2 and 6). Lime was applied at 2 tons/A for replicates 3, 4, and 5; lime was applied at 1 ton/A for replicates 1, 2, and 6. Where a T2 plot was either to the north or to the south of a T7 succession plot (reps 3 and 5 only), a single headrow pass on that side was made east/west to facilitate the application; otherwise, all passes were made north/south. Dolomitic agricultural lime (Maybee Aglime by Stoneco [www.stoneco.net], containing 18.61% calcium and 9.5% magnesium) was applied with an AGCO TerraGator 6303 by Stafford Farms. Passes were 60 feet wide controlled by an autotrac steering system run by a controller in a Raven Precision Viper system. Weather conditions at the start (7:00 a.m.) were winds 3 mph NNW (10 minute average 3 mph), 33 degrees F, 75% relative humidity, sunny to mostly sunny; weather conditions at the finish (12:30 p.m.) were winds 2 mph (10 minute average 6 mph), 50 degrees F, 46% relative humidity, mostly sunny.",http://aglog.kbs.msu.edu/observations/1851
