obs_date,treatment,observation_type,comment,name,material,rate,units,equipment,observation_id
5/3/2013,T3,Fertilizer application,"Fertilized LTER Main Site Treatment T3 all replications (reps. 1, 2, 3, 4, 5 and 6). Applied 28% nitrogen solution (28-0-0) at 16 gals/acre. Unfertilized microplots which were located in the northwest corner (50 feet deep [north to south] and 90 feet long [east to west]) were not fertilized. Total amount of fertilizer applied was 224 gallons on 14.0 acres. One gallon of 28% fertilizer weighs 10.67 lbs. so 48 lbs N/A was applied. Weather Conditions: Mostly sunny with air temperature 79 degrees F. Relative Humidity was 44%. Wind was out of the south by southeast at 5-10 mphs with 10 minute average speed of 4 mphs at start. Time of application was between 3:30 a.m. and 5:30 p.m. Equipment Used: JD 5220 tractor traveling 4.6 mph (gear C1, 1450 rpm) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a John Deere Rate Controller. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 10-20 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat.",T3R2,,,,Turbo TeeJet 11005 Flat Fan Nozzle,2215
5/3/2013,T3,Fertilizer application,"Fertilized LTER Main Site Treatment T3 all replications (reps. 1, 2, 3, 4, 5 and 6). Applied 28% nitrogen solution (28-0-0) at 16 gals/acre. Unfertilized microplots which were located in the northwest corner (50 feet deep [north to south] and 90 feet long [east to west]) were not fertilized. Total amount of fertilizer applied was 224 gallons on 14.0 acres. One gallon of 28% fertilizer weighs 10.67 lbs. so 48 lbs N/A was applied. Weather Conditions: Mostly sunny with air temperature 79 degrees F. Relative Humidity was 44%. Wind was out of the south by southeast at 5-10 mphs with 10 minute average speed of 4 mphs at start. Time of application was between 3:30 a.m. and 5:30 p.m. Equipment Used: JD 5220 tractor traveling 4.6 mph (gear C1, 1450 rpm) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a John Deere Rate Controller. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 10-20 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat.",T3R5,,,,Turbo TeeJet 11005 Flat Fan Nozzle,2215
5/3/2013,T3,Fertilizer application,"Fertilized LTER Main Site Treatment T3 all replications (reps. 1, 2, 3, 4, 5 and 6). Applied 28% nitrogen solution (28-0-0) at 16 gals/acre. Unfertilized microplots which were located in the northwest corner (50 feet deep [north to south] and 90 feet long [east to west]) were not fertilized. Total amount of fertilizer applied was 224 gallons on 14.0 acres. One gallon of 28% fertilizer weighs 10.67 lbs. so 48 lbs N/A was applied. Weather Conditions: Mostly sunny with air temperature 79 degrees F. Relative Humidity was 44%. Wind was out of the south by southeast at 5-10 mphs with 10 minute average speed of 4 mphs at start. Time of application was between 3:30 a.m. and 5:30 p.m. Equipment Used: JD 5220 tractor traveling 4.6 mph (gear C1, 1450 rpm) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a John Deere Rate Controller. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 10-20 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat.",T3R4,,,,Turbo TeeJet 11005 Flat Fan Nozzle,2215
5/3/2013,T3,Fertilizer application,"Fertilized LTER Main Site Treatment T3 all replications (reps. 1, 2, 3, 4, 5 and 6). Applied 28% nitrogen solution (28-0-0) at 16 gals/acre. Unfertilized microplots which were located in the northwest corner (50 feet deep [north to south] and 90 feet long [east to west]) were not fertilized. Total amount of fertilizer applied was 224 gallons on 14.0 acres. One gallon of 28% fertilizer weighs 10.67 lbs. so 48 lbs N/A was applied. Weather Conditions: Mostly sunny with air temperature 79 degrees F. Relative Humidity was 44%. Wind was out of the south by southeast at 5-10 mphs with 10 minute average speed of 4 mphs at start. Time of application was between 3:30 a.m. and 5:30 p.m. Equipment Used: JD 5220 tractor traveling 4.6 mph (gear C1, 1450 rpm) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a John Deere Rate Controller. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 10-20 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat.",T3R6,,,,Turbo TeeJet 11005 Flat Fan Nozzle,2215
5/3/2013,T3,Fertilizer application,"Fertilized LTER Main Site Treatment T3 all replications (reps. 1, 2, 3, 4, 5 and 6). Applied 28% nitrogen solution (28-0-0) at 16 gals/acre. Unfertilized microplots which were located in the northwest corner (50 feet deep [north to south] and 90 feet long [east to west]) were not fertilized. Total amount of fertilizer applied was 224 gallons on 14.0 acres. One gallon of 28% fertilizer weighs 10.67 lbs. so 48 lbs N/A was applied. Weather Conditions: Mostly sunny with air temperature 79 degrees F. Relative Humidity was 44%. Wind was out of the south by southeast at 5-10 mphs with 10 minute average speed of 4 mphs at start. Time of application was between 3:30 a.m. and 5:30 p.m. Equipment Used: JD 5220 tractor traveling 4.6 mph (gear C1, 1450 rpm) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a John Deere Rate Controller. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 10-20 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat.",T3R1,,,,Turbo TeeJet 11005 Flat Fan Nozzle,2215
5/3/2013,T3,Fertilizer application,"Fertilized LTER Main Site Treatment T3 all replications (reps. 1, 2, 3, 4, 5 and 6). Applied 28% nitrogen solution (28-0-0) at 16 gals/acre. Unfertilized microplots which were located in the northwest corner (50 feet deep [north to south] and 90 feet long [east to west]) were not fertilized. Total amount of fertilizer applied was 224 gallons on 14.0 acres. One gallon of 28% fertilizer weighs 10.67 lbs. so 48 lbs N/A was applied. Weather Conditions: Mostly sunny with air temperature 79 degrees F. Relative Humidity was 44%. Wind was out of the south by southeast at 5-10 mphs with 10 minute average speed of 4 mphs at start. Time of application was between 3:30 a.m. and 5:30 p.m. Equipment Used: JD 5220 tractor traveling 4.6 mph (gear C1, 1450 rpm) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a John Deere Rate Controller. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 10-20 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat.",T3R4,28% UAN (28-0-0),16,gallon,Top Air Sprayer,2215
5/3/2013,T3,Fertilizer application,"Fertilized LTER Main Site Treatment T3 all replications (reps. 1, 2, 3, 4, 5 and 6). Applied 28% nitrogen solution (28-0-0) at 16 gals/acre. Unfertilized microplots which were located in the northwest corner (50 feet deep [north to south] and 90 feet long [east to west]) were not fertilized. Total amount of fertilizer applied was 224 gallons on 14.0 acres. One gallon of 28% fertilizer weighs 10.67 lbs. so 48 lbs N/A was applied. Weather Conditions: Mostly sunny with air temperature 79 degrees F. Relative Humidity was 44%. Wind was out of the south by southeast at 5-10 mphs with 10 minute average speed of 4 mphs at start. Time of application was between 3:30 a.m. and 5:30 p.m. Equipment Used: JD 5220 tractor traveling 4.6 mph (gear C1, 1450 rpm) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a John Deere Rate Controller. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 10-20 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat.",T3R5,28% UAN (28-0-0),16,gallon,Top Air Sprayer,2215
5/3/2013,T3,Fertilizer application,"Fertilized LTER Main Site Treatment T3 all replications (reps. 1, 2, 3, 4, 5 and 6). Applied 28% nitrogen solution (28-0-0) at 16 gals/acre. Unfertilized microplots which were located in the northwest corner (50 feet deep [north to south] and 90 feet long [east to west]) were not fertilized. Total amount of fertilizer applied was 224 gallons on 14.0 acres. One gallon of 28% fertilizer weighs 10.67 lbs. so 48 lbs N/A was applied. Weather Conditions: Mostly sunny with air temperature 79 degrees F. Relative Humidity was 44%. Wind was out of the south by southeast at 5-10 mphs with 10 minute average speed of 4 mphs at start. Time of application was between 3:30 a.m. and 5:30 p.m. Equipment Used: JD 5220 tractor traveling 4.6 mph (gear C1, 1450 rpm) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a John Deere Rate Controller. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 10-20 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat.",T3R6,28% UAN (28-0-0),16,gallon,Top Air Sprayer,2215
5/3/2013,T3,Fertilizer application,"Fertilized LTER Main Site Treatment T3 all replications (reps. 1, 2, 3, 4, 5 and 6). Applied 28% nitrogen solution (28-0-0) at 16 gals/acre. Unfertilized microplots which were located in the northwest corner (50 feet deep [north to south] and 90 feet long [east to west]) were not fertilized. Total amount of fertilizer applied was 224 gallons on 14.0 acres. One gallon of 28% fertilizer weighs 10.67 lbs. so 48 lbs N/A was applied. Weather Conditions: Mostly sunny with air temperature 79 degrees F. Relative Humidity was 44%. Wind was out of the south by southeast at 5-10 mphs with 10 minute average speed of 4 mphs at start. Time of application was between 3:30 a.m. and 5:30 p.m. Equipment Used: JD 5220 tractor traveling 4.6 mph (gear C1, 1450 rpm) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a John Deere Rate Controller. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 10-20 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat.",T3R1,28% UAN (28-0-0),16,gallon,Top Air Sprayer,2215
5/3/2013,T3,Fertilizer application,"Fertilized LTER Main Site Treatment T3 all replications (reps. 1, 2, 3, 4, 5 and 6). Applied 28% nitrogen solution (28-0-0) at 16 gals/acre. Unfertilized microplots which were located in the northwest corner (50 feet deep [north to south] and 90 feet long [east to west]) were not fertilized. Total amount of fertilizer applied was 224 gallons on 14.0 acres. One gallon of 28% fertilizer weighs 10.67 lbs. so 48 lbs N/A was applied. Weather Conditions: Mostly sunny with air temperature 79 degrees F. Relative Humidity was 44%. Wind was out of the south by southeast at 5-10 mphs with 10 minute average speed of 4 mphs at start. Time of application was between 3:30 a.m. and 5:30 p.m. Equipment Used: JD 5220 tractor traveling 4.6 mph (gear C1, 1450 rpm) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a John Deere Rate Controller. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 10-20 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat.",T3R2,28% UAN (28-0-0),16,gallon,Top Air Sprayer,2215
5/3/2013,T3,Fertilizer application,"Fertilized LTER Main Site Treatment T3 all replications (reps. 1, 2, 3, 4, 5 and 6). Applied 28% nitrogen solution (28-0-0) at 16 gals/acre. Unfertilized microplots which were located in the northwest corner (50 feet deep [north to south] and 90 feet long [east to west]) were not fertilized. Total amount of fertilizer applied was 224 gallons on 14.0 acres. One gallon of 28% fertilizer weighs 10.67 lbs. so 48 lbs N/A was applied. Weather Conditions: Mostly sunny with air temperature 79 degrees F. Relative Humidity was 44%. Wind was out of the south by southeast at 5-10 mphs with 10 minute average speed of 4 mphs at start. Time of application was between 3:30 a.m. and 5:30 p.m. Equipment Used: JD 5220 tractor traveling 4.6 mph (gear C1, 1450 rpm) with a pull type Top Air sprayer equipped with a hydraulic centrifugal sprayer pump and a John Deere Rate Controller. Turbo TeeJet 11005 nozzles were used, spaced 30 inches apart with a total boom length of 30 feet. 10-20 psi was used. Purpose of Application: Supply nitrogen fertilizer for the winter wheat.",T3R3,28% UAN (28-0-0),16,gallon,Top Air Sprayer,2215
4/21/2014,T3,Fertilizer application,"Fertilized LTER Main Site treatment T3, all replications (1, 3, 2, 4, 5, 6) with potash (0-0-60) at 70 lbs/A. The 70 lbs/A potash provided 42 lbs/A K2O to the plots. (MICRO - PLOTS were not fertilized at this time.)

 Average speed while spreading was 4.5 mph (C2, 1350 rpm) with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed.

 For the Gandy/Raven set-up, the following were used: Density 68 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 199; air pressure was 10 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. 

Weather conditions at the start (7:40 a.m.) overcast, 54 degrees F, 50 % humidity, with calm SW winds. Conditions at the end (3:15 p.m.) were overcast, 75 degrees F, 30 % humidity, with calm SW winds.",T3R6,,,,John Deere 7420b Tractor (14.9 R 46 back tire size),2783
4/21/2014,T3,Fertilizer application,"Fertilized LTER Main Site treatment T3, all replications (1, 3, 2, 4, 5, 6) with potash (0-0-60) at 70 lbs/A. The 70 lbs/A potash provided 42 lbs/A K2O to the plots. (MICRO - PLOTS were not fertilized at this time.)

 Average speed while spreading was 4.5 mph (C2, 1350 rpm) with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed.

 For the Gandy/Raven set-up, the following were used: Density 68 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 199; air pressure was 10 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. 

Weather conditions at the start (7:40 a.m.) overcast, 54 degrees F, 50 % humidity, with calm SW winds. Conditions at the end (3:15 p.m.) were overcast, 75 degrees F, 30 % humidity, with calm SW winds.",T3R2,,,,John Deere 7420b Tractor (14.9 R 46 back tire size),2783
4/21/2014,T3,Fertilizer application,"Fertilized LTER Main Site treatment T3, all replications (1, 3, 2, 4, 5, 6) with potash (0-0-60) at 70 lbs/A. The 70 lbs/A potash provided 42 lbs/A K2O to the plots. (MICRO - PLOTS were not fertilized at this time.)

 Average speed while spreading was 4.5 mph (C2, 1350 rpm) with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed.

 For the Gandy/Raven set-up, the following were used: Density 68 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 199; air pressure was 10 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. 

Weather conditions at the start (7:40 a.m.) overcast, 54 degrees F, 50 % humidity, with calm SW winds. Conditions at the end (3:15 p.m.) were overcast, 75 degrees F, 30 % humidity, with calm SW winds.",T3R4,,,,John Deere 7420b Tractor (14.9 R 46 back tire size),2783
4/21/2014,T3,Fertilizer application,"Fertilized LTER Main Site treatment T3, all replications (1, 3, 2, 4, 5, 6) with potash (0-0-60) at 70 lbs/A. The 70 lbs/A potash provided 42 lbs/A K2O to the plots. (MICRO - PLOTS were not fertilized at this time.)

 Average speed while spreading was 4.5 mph (C2, 1350 rpm) with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed.

 For the Gandy/Raven set-up, the following were used: Density 68 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 199; air pressure was 10 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. 

Weather conditions at the start (7:40 a.m.) overcast, 54 degrees F, 50 % humidity, with calm SW winds. Conditions at the end (3:15 p.m.) were overcast, 75 degrees F, 30 % humidity, with calm SW winds.",T3R1,,,,John Deere 7420b Tractor (14.9 R 46 back tire size),2783
4/21/2014,T3,Fertilizer application,"Fertilized LTER Main Site treatment T3, all replications (1, 3, 2, 4, 5, 6) with potash (0-0-60) at 70 lbs/A. The 70 lbs/A potash provided 42 lbs/A K2O to the plots. (MICRO - PLOTS were not fertilized at this time.)

 Average speed while spreading was 4.5 mph (C2, 1350 rpm) with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed.

 For the Gandy/Raven set-up, the following were used: Density 68 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 199; air pressure was 10 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. 

Weather conditions at the start (7:40 a.m.) overcast, 54 degrees F, 50 % humidity, with calm SW winds. Conditions at the end (3:15 p.m.) were overcast, 75 degrees F, 30 % humidity, with calm SW winds.",T3R3,,,,John Deere 7420b Tractor (14.9 R 46 back tire size),2783
4/21/2014,T3,Fertilizer application,"Fertilized LTER Main Site treatment T3, all replications (1, 3, 2, 4, 5, 6) with potash (0-0-60) at 70 lbs/A. The 70 lbs/A potash provided 42 lbs/A K2O to the plots. (MICRO - PLOTS were not fertilized at this time.)

 Average speed while spreading was 4.5 mph (C2, 1350 rpm) with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed.

 For the Gandy/Raven set-up, the following were used: Density 68 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 199; air pressure was 10 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. 

Weather conditions at the start (7:40 a.m.) overcast, 54 degrees F, 50 % humidity, with calm SW winds. Conditions at the end (3:15 p.m.) were overcast, 75 degrees F, 30 % humidity, with calm SW winds.",T3R5,,,,John Deere 7420b Tractor (14.9 R 46 back tire size),2783
4/21/2014,T3,Fertilizer application,"Fertilized LTER Main Site treatment T3, all replications (1, 3, 2, 4, 5, 6) with potash (0-0-60) at 70 lbs/A. The 70 lbs/A potash provided 42 lbs/A K2O to the plots. (MICRO - PLOTS were not fertilized at this time.)

 Average speed while spreading was 4.5 mph (C2, 1350 rpm) with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed.

 For the Gandy/Raven set-up, the following were used: Density 68 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 199; air pressure was 10 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. 

Weather conditions at the start (7:40 a.m.) overcast, 54 degrees F, 50 % humidity, with calm SW winds. Conditions at the end (3:15 p.m.) were overcast, 75 degrees F, 30 % humidity, with calm SW winds.",T3R2,0-0-60 potash fertilizer,70,pound,Gandy Orbit-Air (30' boom),2783
4/21/2014,T3,Fertilizer application,"Fertilized LTER Main Site treatment T3, all replications (1, 3, 2, 4, 5, 6) with potash (0-0-60) at 70 lbs/A. The 70 lbs/A potash provided 42 lbs/A K2O to the plots. (MICRO - PLOTS were not fertilized at this time.)

 Average speed while spreading was 4.5 mph (C2, 1350 rpm) with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed.

 For the Gandy/Raven set-up, the following were used: Density 68 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 199; air pressure was 10 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. 

Weather conditions at the start (7:40 a.m.) overcast, 54 degrees F, 50 % humidity, with calm SW winds. Conditions at the end (3:15 p.m.) were overcast, 75 degrees F, 30 % humidity, with calm SW winds.",T3R4,0-0-60 potash fertilizer,70,pound,Gandy Orbit-Air (30' boom),2783
4/21/2014,T3,Fertilizer application,"Fertilized LTER Main Site treatment T3, all replications (1, 3, 2, 4, 5, 6) with potash (0-0-60) at 70 lbs/A. The 70 lbs/A potash provided 42 lbs/A K2O to the plots. (MICRO - PLOTS were not fertilized at this time.)

 Average speed while spreading was 4.5 mph (C2, 1350 rpm) with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed.

 For the Gandy/Raven set-up, the following were used: Density 68 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 199; air pressure was 10 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. 

Weather conditions at the start (7:40 a.m.) overcast, 54 degrees F, 50 % humidity, with calm SW winds. Conditions at the end (3:15 p.m.) were overcast, 75 degrees F, 30 % humidity, with calm SW winds.",T3R5,0-0-60 potash fertilizer,70,pound,Gandy Orbit-Air (30' boom),2783
4/21/2014,T3,Fertilizer application,"Fertilized LTER Main Site treatment T3, all replications (1, 3, 2, 4, 5, 6) with potash (0-0-60) at 70 lbs/A. The 70 lbs/A potash provided 42 lbs/A K2O to the plots. (MICRO - PLOTS were not fertilized at this time.)

 Average speed while spreading was 4.5 mph (C2, 1350 rpm) with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed.

 For the Gandy/Raven set-up, the following were used: Density 68 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 199; air pressure was 10 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. 

Weather conditions at the start (7:40 a.m.) overcast, 54 degrees F, 50 % humidity, with calm SW winds. Conditions at the end (3:15 p.m.) were overcast, 75 degrees F, 30 % humidity, with calm SW winds.",T3R6,0-0-60 potash fertilizer,70,pound,Gandy Orbit-Air (30' boom),2783
4/21/2014,T3,Fertilizer application,"Fertilized LTER Main Site treatment T3, all replications (1, 3, 2, 4, 5, 6) with potash (0-0-60) at 70 lbs/A. The 70 lbs/A potash provided 42 lbs/A K2O to the plots. (MICRO - PLOTS were not fertilized at this time.)

 Average speed while spreading was 4.5 mph (C2, 1350 rpm) with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed.

 For the Gandy/Raven set-up, the following were used: Density 68 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 199; air pressure was 10 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. 

Weather conditions at the start (7:40 a.m.) overcast, 54 degrees F, 50 % humidity, with calm SW winds. Conditions at the end (3:15 p.m.) were overcast, 75 degrees F, 30 % humidity, with calm SW winds.",T3R1,0-0-60 potash fertilizer,70,pound,Gandy Orbit-Air (30' boom),2783
4/21/2014,T3,Fertilizer application,"Fertilized LTER Main Site treatment T3, all replications (1, 3, 2, 4, 5, 6) with potash (0-0-60) at 70 lbs/A. The 70 lbs/A potash provided 42 lbs/A K2O to the plots. (MICRO - PLOTS were not fertilized at this time.)

 Average speed while spreading was 4.5 mph (C2, 1350 rpm) with JD 7420 B and 30' Gandy Orbit-Air fertilizer applicator controlled by a Raven 6000 which monitored the application and automatically adjusted the metering rate for changes in ground speed.

 For the Gandy/Raven set-up, the following were used: Density 68 lbs/cu ft; metering wheel 1 1/4"" diameter (yellow); deflector spacing 22.5""; meter cal number 199; air pressure was 10 p.s.i.; Boom length 30 ft, nozzles 24-30 inches above ground level. 

Weather conditions at the start (7:40 a.m.) overcast, 54 degrees F, 50 % humidity, with calm SW winds. Conditions at the end (3:15 p.m.) were overcast, 75 degrees F, 30 % humidity, with calm SW winds.",T3R3,0-0-60 potash fertilizer,70,pound,Gandy Orbit-Air (30' boom),2783
5/24/2014,T3,Fertilizer application,"Planted corn in the Main Site LTER T3's all replications (5, 4, 2, 3, 1, 6). Planted with JD 7330 tractor and JD 1730 planter. Planted Dekalb DKC52-59 seed corn at 30,000 seeds/acre. Planting depth: 1.75 inches. Dekalb DKC52-59 has a relative maturity of 102 days (2540 growing degree units to black layer). DKC52-59 is Roundup Ready YieldGard VT Triple. Applied 19-17-0 liquid fertilizer at 14.0 gallons/acre. The fertilizer was placed two inches to the side and two inches below the seed at planting. 14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A",T3R4,,,,John Deere 7330 Tractor,2861
5/24/2014,T3,Fertilizer application,"Planted corn in the Main Site LTER T3's all replications (5, 4, 2, 3, 1, 6). Planted with JD 7330 tractor and JD 1730 planter. Planted Dekalb DKC52-59 seed corn at 30,000 seeds/acre. Planting depth: 1.75 inches. Dekalb DKC52-59 has a relative maturity of 102 days (2540 growing degree units to black layer). DKC52-59 is Roundup Ready YieldGard VT Triple. Applied 19-17-0 liquid fertilizer at 14.0 gallons/acre. The fertilizer was placed two inches to the side and two inches below the seed at planting. 14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A",T3R6,,,,John Deere 7330 Tractor,2861
5/24/2014,T3,Fertilizer application,"Planted corn in the Main Site LTER T3's all replications (5, 4, 2, 3, 1, 6). Planted with JD 7330 tractor and JD 1730 planter. Planted Dekalb DKC52-59 seed corn at 30,000 seeds/acre. Planting depth: 1.75 inches. Dekalb DKC52-59 has a relative maturity of 102 days (2540 growing degree units to black layer). DKC52-59 is Roundup Ready YieldGard VT Triple. Applied 19-17-0 liquid fertilizer at 14.0 gallons/acre. The fertilizer was placed two inches to the side and two inches below the seed at planting. 14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A",T3R5,,,,John Deere 7330 Tractor,2861
5/24/2014,T3,Fertilizer application,"Planted corn in the Main Site LTER T3's all replications (5, 4, 2, 3, 1, 6). Planted with JD 7330 tractor and JD 1730 planter. Planted Dekalb DKC52-59 seed corn at 30,000 seeds/acre. Planting depth: 1.75 inches. Dekalb DKC52-59 has a relative maturity of 102 days (2540 growing degree units to black layer). DKC52-59 is Roundup Ready YieldGard VT Triple. Applied 19-17-0 liquid fertilizer at 14.0 gallons/acre. The fertilizer was placed two inches to the side and two inches below the seed at planting. 14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A",T3R2,,,,John Deere 7330 Tractor,2861
5/24/2014,T3,Fertilizer application,"Planted corn in the Main Site LTER T3's all replications (5, 4, 2, 3, 1, 6). Planted with JD 7330 tractor and JD 1730 planter. Planted Dekalb DKC52-59 seed corn at 30,000 seeds/acre. Planting depth: 1.75 inches. Dekalb DKC52-59 has a relative maturity of 102 days (2540 growing degree units to black layer). DKC52-59 is Roundup Ready YieldGard VT Triple. Applied 19-17-0 liquid fertilizer at 14.0 gallons/acre. The fertilizer was placed two inches to the side and two inches below the seed at planting. 14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A",T3R3,,,,John Deere 7330 Tractor,2861
5/24/2014,T3,Fertilizer application,"Planted corn in the Main Site LTER T3's all replications (5, 4, 2, 3, 1, 6). Planted with JD 7330 tractor and JD 1730 planter. Planted Dekalb DKC52-59 seed corn at 30,000 seeds/acre. Planting depth: 1.75 inches. Dekalb DKC52-59 has a relative maturity of 102 days (2540 growing degree units to black layer). DKC52-59 is Roundup Ready YieldGard VT Triple. Applied 19-17-0 liquid fertilizer at 14.0 gallons/acre. The fertilizer was placed two inches to the side and two inches below the seed at planting. 14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A",T3R1,,,,John Deere 7330 Tractor,2861
5/24/2014,T3,Fertilizer application,"Planted corn in the Main Site LTER T3's all replications (5, 4, 2, 3, 1, 6). Planted with JD 7330 tractor and JD 1730 planter. Planted Dekalb DKC52-59 seed corn at 30,000 seeds/acre. Planting depth: 1.75 inches. Dekalb DKC52-59 has a relative maturity of 102 days (2540 growing degree units to black layer). DKC52-59 is Roundup Ready YieldGard VT Triple. Applied 19-17-0 liquid fertilizer at 14.0 gallons/acre. The fertilizer was placed two inches to the side and two inches below the seed at planting. 14 gals/A of 19-17-0 supplies 29.22 lbs N/A and 26.14 lbs P205/A",T3R5,19-17-0 liquid fertilizer,14,gallon,John Deere 1730 Maxemerge Plus Planter,2861
