# Planting report for the MCSE
#
# Original Data Source: https://lter.kbs.msu.edu/datatables/292
# The newest version of the data https://lter.kbs.msu.edu/datatables/292.csv
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/7.eml
#
# These Data are copyrighted and use in a publication requires written permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# obs_date		The observation date
# Treatment		experimental treatment
# Replicate		LTER Replicate
# Plot		LTER Plot
# Material		material used
# Rate	number	rate of application
# Unit		units per acre
# propagules_per_acre	numberPerAcre	the number of propagules (seeds or plants) planted per acre
# propagule_rate_estimation_flag		a flag to indicate if the number of propagules has been estimate and 'E' indicates and estimated values based on the source_for_estimation and a an empty values indicates a reported value.
# source_for_estimation		references for the conversion from the reported planting rates  to the propagules_per_acre column
# Comment		aa note about the sample
# source		the source URL for the observation
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#2020-05-06 Sven Bohm. Added source URL
#2020-5-6 Sven Bohm. Added other replicates
#
obs_date,Treatment,Replicate,Plot,Material,Rate,Unit,propagules_per_acre,propagule_rate_estimation_flag,source_for_estimation,Comment,source
2001-03-19,T4,R3,T4R3,red clover,12,pound,3300000,E,https://www.stockseed.com/Shop/legumes/medium-red-clover and Seeding rate should be 6 to 15 lbs/ac -- https://extension.psu.edu/management-of-red-clover-as-a-cover-crop,"Frost seeded medium red clover (12 lbs/ Acre)into winter wheat, using a Gandy Air Seeder. T4 all reps, reps: 6, 1, 2, 4, 3, and 5.

Time: 8:30 a.m. - 10:00 a.m. reps: 6, 1, 2, and 4; 6:30 p.m. - 7:15 p.m. reps 3 and 5.

The boom height on the air seeder was 24 inches from the ground to the deflector plates. 

JD 5400 tractor: 6 mph, C1 1800 rpm's.

",https://aglog.kbs.msu.edu/observations/240
2001-03-19,T4,R4,T4R4,red clover,12,pound,3300000,E,https://www.stockseed.com/Shop/legumes/medium-red-clover and Seeding rate should be 6 to 15 lbs/ac -- https://extension.psu.edu/management-of-red-clover-as-a-cover-crop,"Frost seeded medium red clover (12 lbs/ Acre)into winter wheat, using a Gandy Air Seeder. T4 all reps, reps: 6, 1, 2, 4, 3, and 5.

Time: 8:30 a.m. - 10:00 a.m. reps: 6, 1, 2, and 4; 6:30 p.m. - 7:15 p.m. reps 3 and 5.

The boom height on the air seeder was 24 inches from the ground to the deflector plates. 

JD 5400 tractor: 6 mph, C1 1800 rpm's.

",https://aglog.kbs.msu.edu/observations/240
2001-03-19,T4,R5,T4R5,red clover,12,pound,3300000,E,https://www.stockseed.com/Shop/legumes/medium-red-clover and Seeding rate should be 6 to 15 lbs/ac -- https://extension.psu.edu/management-of-red-clover-as-a-cover-crop,"Frost seeded medium red clover (12 lbs/ Acre)into winter wheat, using a Gandy Air Seeder. T4 all reps, reps: 6, 1, 2, 4, 3, and 5.

Time: 8:30 a.m. - 10:00 a.m. reps: 6, 1, 2, and 4; 6:30 p.m. - 7:15 p.m. reps 3 and 5.

The boom height on the air seeder was 24 inches from the ground to the deflector plates. 

JD 5400 tractor: 6 mph, C1 1800 rpm's.

",https://aglog.kbs.msu.edu/observations/240
2001-03-19,T4,R6,T4R6,red clover,12,pound,3300000,E,https://www.stockseed.com/Shop/legumes/medium-red-clover and Seeding rate should be 6 to 15 lbs/ac -- https://extension.psu.edu/management-of-red-clover-as-a-cover-crop,"Frost seeded medium red clover (12 lbs/ Acre)into winter wheat, using a Gandy Air Seeder. T4 all reps, reps: 6, 1, 2, 4, 3, and 5.

Time: 8:30 a.m. - 10:00 a.m. reps: 6, 1, 2, and 4; 6:30 p.m. - 7:15 p.m. reps 3 and 5.

The boom height on the air seeder was 24 inches from the ground to the deflector plates. 

JD 5400 tractor: 6 mph, C1 1800 rpm's.

",https://aglog.kbs.msu.edu/observations/240
2001-03-19,T4,R2,T4R2,red clover,12,pound,3300000,E,https://www.stockseed.com/Shop/legumes/medium-red-clover and Seeding rate should be 6 to 15 lbs/ac -- https://extension.psu.edu/management-of-red-clover-as-a-cover-crop,"Frost seeded medium red clover (12 lbs/ Acre)into winter wheat, using a Gandy Air Seeder. T4 all reps, reps: 6, 1, 2, 4, 3, and 5.

Time: 8:30 a.m. - 10:00 a.m. reps: 6, 1, 2, and 4; 6:30 p.m. - 7:15 p.m. reps 3 and 5.

The boom height on the air seeder was 24 inches from the ground to the deflector plates. 

JD 5400 tractor: 6 mph, C1 1800 rpm's.

",https://aglog.kbs.msu.edu/observations/240
2000-11-01,T8,R2,T8ntR2,Pioneer 25R26 soft red winter wheat,1885000,seeds,1885000,,brian baer: changed from 15000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"Planted winter wheat in treatment 3 and T8nt plots;

See notes for specific dates replications were planted;

October 31, 2000 planted T3, reps: 1 and 3;

November 1, 2000 planted T3, reps: 2, 4, 5 and 6;

Planted with the JD 6400 tractor and JD 750 No-till drill;

Drill setting: 41;

Planting depth: 1.0 inch;

Variety: Pioneer 25R26 soft red winter wheat (treated seeds) (13,000 seeds/lbs).

Acre meter on drill after planting T1, T2, T3, and T4 was 61.3 A; (61.3 - 15.1 = 46.2 A);

Acre meter on drill after planting T2 was 15.1 A;

Total of 136 (50 lbs/bag) total bags used were put in the drill while planting T1, T3, and T4;

I would guess that 2 - 3 bags were in the drill after planting T1, T2, and T3;

(134 bags * 50 lbs/bag * 13,000 seeds/lbs) / 46.2 acres = 1,885,281 seeds/A;

Seed total after planting T1, T2, T3, and T4 (guessing that 2 bags remained in the drill after planting the main site);

(185 bags * 50 lbs/bag * 13,000 seeds/lbs) / 61.3 acres = 1,961,663 seeds/A;

Did not add any bags of seed before planting T8nt plots;

Acre meter on drill after planting T1, T2, T3, T4, and T8nt plots was 62 A


",https://aglog.kbs.msu.edu/observations/294
2000-11-01,T8,R3,T8ntR3,Pioneer 25R26 soft red winter wheat,1885000,seeds,1885000,,brian baer: changed from 15000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"Planted winter wheat in treatment 3 and T8nt plots;

See notes for specific dates replications were planted;

October 31, 2000 planted T3, reps: 1 and 3;

November 1, 2000 planted T3, reps: 2, 4, 5 and 6;

Planted with the JD 6400 tractor and JD 750 No-till drill;

Drill setting: 41;

Planting depth: 1.0 inch;

Variety: Pioneer 25R26 soft red winter wheat (treated seeds) (13,000 seeds/lbs).

Acre meter on drill after planting T1, T2, T3, and T4 was 61.3 A; (61.3 - 15.1 = 46.2 A);

Acre meter on drill after planting T2 was 15.1 A;

Total of 136 (50 lbs/bag) total bags used were put in the drill while planting T1, T3, and T4;

I would guess that 2 - 3 bags were in the drill after planting T1, T2, and T3;

(134 bags * 50 lbs/bag * 13,000 seeds/lbs) / 46.2 acres = 1,885,281 seeds/A;

Seed total after planting T1, T2, T3, and T4 (guessing that 2 bags remained in the drill after planting the main site);

(185 bags * 50 lbs/bag * 13,000 seeds/lbs) / 61.3 acres = 1,961,663 seeds/A;

Did not add any bags of seed before planting T8nt plots;

Acre meter on drill after planting T1, T2, T3, T4, and T8nt plots was 62 A


",https://aglog.kbs.msu.edu/observations/294
2000-11-01,T8,R4,T8ntR4,Pioneer 25R26 soft red winter wheat,1885000,seeds,1885000,,brian baer: changed from 15000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"Planted winter wheat in treatment 3 and T8nt plots;

See notes for specific dates replications were planted;

October 31, 2000 planted T3, reps: 1 and 3;

November 1, 2000 planted T3, reps: 2, 4, 5 and 6;

Planted with the JD 6400 tractor and JD 750 No-till drill;

Drill setting: 41;

Planting depth: 1.0 inch;

Variety: Pioneer 25R26 soft red winter wheat (treated seeds) (13,000 seeds/lbs).

Acre meter on drill after planting T1, T2, T3, and T4 was 61.3 A; (61.3 - 15.1 = 46.2 A);

Acre meter on drill after planting T2 was 15.1 A;

Total of 136 (50 lbs/bag) total bags used were put in the drill while planting T1, T3, and T4;

I would guess that 2 - 3 bags were in the drill after planting T1, T2, and T3;

(134 bags * 50 lbs/bag * 13,000 seeds/lbs) / 46.2 acres = 1,885,281 seeds/A;

Seed total after planting T1, T2, T3, and T4 (guessing that 2 bags remained in the drill after planting the main site);

(185 bags * 50 lbs/bag * 13,000 seeds/lbs) / 61.3 acres = 1,961,663 seeds/A;

Did not add any bags of seed before planting T8nt plots;

Acre meter on drill after planting T1, T2, T3, T4, and T8nt plots was 62 A


",https://aglog.kbs.msu.edu/observations/294
2000-11-01,T3,R3,T3R3,Pioneer 25R26 soft red winter wheat,1885000,seeds,1885000,,brian baer: changed from 15000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"Planted winter wheat in treatment 3 and T8nt plots;

See notes for specific dates replications were planted;

October 31, 2000 planted T3, reps: 1 and 3;

November 1, 2000 planted T3, reps: 2, 4, 5 and 6;

Planted with the JD 6400 tractor and JD 750 No-till drill;

Drill setting: 41;

Planting depth: 1.0 inch;

Variety: Pioneer 25R26 soft red winter wheat (treated seeds) (13,000 seeds/lbs).

Acre meter on drill after planting T1, T2, T3, and T4 was 61.3 A; (61.3 - 15.1 = 46.2 A);

Acre meter on drill after planting T2 was 15.1 A;

Total of 136 (50 lbs/bag) total bags used were put in the drill while planting T1, T3, and T4;

I would guess that 2 - 3 bags were in the drill after planting T1, T2, and T3;

(134 bags * 50 lbs/bag * 13,000 seeds/lbs) / 46.2 acres = 1,885,281 seeds/A;

Seed total after planting T1, T2, T3, and T4 (guessing that 2 bags remained in the drill after planting the main site);

(185 bags * 50 lbs/bag * 13,000 seeds/lbs) / 61.3 acres = 1,961,663 seeds/A;

Did not add any bags of seed before planting T8nt plots;

Acre meter on drill after planting T1, T2, T3, T4, and T8nt plots was 62 A


",https://aglog.kbs.msu.edu/observations/294
2000-11-01,T8,R1,T8ntR1,Pioneer 25R26 soft red winter wheat,1885000,seeds,1885000,,brian baer: changed from 15000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"Planted winter wheat in treatment 3 and T8nt plots;

See notes for specific dates replications were planted;

October 31, 2000 planted T3, reps: 1 and 3;

November 1, 2000 planted T3, reps: 2, 4, 5 and 6;

Planted with the JD 6400 tractor and JD 750 No-till drill;

Drill setting: 41;

Planting depth: 1.0 inch;

Variety: Pioneer 25R26 soft red winter wheat (treated seeds) (13,000 seeds/lbs).

Acre meter on drill after planting T1, T2, T3, and T4 was 61.3 A; (61.3 - 15.1 = 46.2 A);

Acre meter on drill after planting T2 was 15.1 A;

Total of 136 (50 lbs/bag) total bags used were put in the drill while planting T1, T3, and T4;

I would guess that 2 - 3 bags were in the drill after planting T1, T2, and T3;

(134 bags * 50 lbs/bag * 13,000 seeds/lbs) / 46.2 acres = 1,885,281 seeds/A;

Seed total after planting T1, T2, T3, and T4 (guessing that 2 bags remained in the drill after planting the main site);

(185 bags * 50 lbs/bag * 13,000 seeds/lbs) / 61.3 acres = 1,961,663 seeds/A;

Did not add any bags of seed before planting T8nt plots;

Acre meter on drill after planting T1, T2, T3, T4, and T8nt plots was 62 A


",https://aglog.kbs.msu.edu/observations/294
2000-11-01,T3,R1,T3R1,Pioneer 25R26 soft red winter wheat,1885000,seeds,1885000,,brian baer: changed from 15000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"Planted winter wheat in treatment 3 and T8nt plots;

See notes for specific dates replications were planted;

October 31, 2000 planted T3, reps: 1 and 3;

November 1, 2000 planted T3, reps: 2, 4, 5 and 6;

Planted with the JD 6400 tractor and JD 750 No-till drill;

Drill setting: 41;

Planting depth: 1.0 inch;

Variety: Pioneer 25R26 soft red winter wheat (treated seeds) (13,000 seeds/lbs).

Acre meter on drill after planting T1, T2, T3, and T4 was 61.3 A; (61.3 - 15.1 = 46.2 A);

Acre meter on drill after planting T2 was 15.1 A;

Total of 136 (50 lbs/bag) total bags used were put in the drill while planting T1, T3, and T4;

I would guess that 2 - 3 bags were in the drill after planting T1, T2, and T3;

(134 bags * 50 lbs/bag * 13,000 seeds/lbs) / 46.2 acres = 1,885,281 seeds/A;

Seed total after planting T1, T2, T3, and T4 (guessing that 2 bags remained in the drill after planting the main site);

(185 bags * 50 lbs/bag * 13,000 seeds/lbs) / 61.3 acres = 1,961,663 seeds/A;

Did not add any bags of seed before planting T8nt plots;

Acre meter on drill after planting T1, T2, T3, T4, and T8nt plots was 62 A


",https://aglog.kbs.msu.edu/observations/294
2000-11-01,T3,R6,T3R6,Pioneer 25R26 soft red winter wheat,1885000,seeds,1885000,,brian baer: changed from 15000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"Planted winter wheat in treatment 3 and T8nt plots;

See notes for specific dates replications were planted;

October 31, 2000 planted T3, reps: 1 and 3;

November 1, 2000 planted T3, reps: 2, 4, 5 and 6;

Planted with the JD 6400 tractor and JD 750 No-till drill;

Drill setting: 41;

Planting depth: 1.0 inch;

Variety: Pioneer 25R26 soft red winter wheat (treated seeds) (13,000 seeds/lbs).

Acre meter on drill after planting T1, T2, T3, and T4 was 61.3 A; (61.3 - 15.1 = 46.2 A);

Acre meter on drill after planting T2 was 15.1 A;

Total of 136 (50 lbs/bag) total bags used were put in the drill while planting T1, T3, and T4;

I would guess that 2 - 3 bags were in the drill after planting T1, T2, and T3;

(134 bags * 50 lbs/bag * 13,000 seeds/lbs) / 46.2 acres = 1,885,281 seeds/A;

Seed total after planting T1, T2, T3, and T4 (guessing that 2 bags remained in the drill after planting the main site);

(185 bags * 50 lbs/bag * 13,000 seeds/lbs) / 61.3 acres = 1,961,663 seeds/A;

Did not add any bags of seed before planting T8nt plots;

Acre meter on drill after planting T1, T2, T3, T4, and T8nt plots was 62 A


",https://aglog.kbs.msu.edu/observations/294
2000-11-01,T3,R5,T3R5,Pioneer 25R26 soft red winter wheat,1885000,seeds,1885000,,brian baer: changed from 15000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"Planted winter wheat in treatment 3 and T8nt plots;

See notes for specific dates replications were planted;

October 31, 2000 planted T3, reps: 1 and 3;

November 1, 2000 planted T3, reps: 2, 4, 5 and 6;

Planted with the JD 6400 tractor and JD 750 No-till drill;

Drill setting: 41;

Planting depth: 1.0 inch;

Variety: Pioneer 25R26 soft red winter wheat (treated seeds) (13,000 seeds/lbs).

Acre meter on drill after planting T1, T2, T3, and T4 was 61.3 A; (61.3 - 15.1 = 46.2 A);

Acre meter on drill after planting T2 was 15.1 A;

Total of 136 (50 lbs/bag) total bags used were put in the drill while planting T1, T3, and T4;

I would guess that 2 - 3 bags were in the drill after planting T1, T2, and T3;

(134 bags * 50 lbs/bag * 13,000 seeds/lbs) / 46.2 acres = 1,885,281 seeds/A;

Seed total after planting T1, T2, T3, and T4 (guessing that 2 bags remained in the drill after planting the main site);

(185 bags * 50 lbs/bag * 13,000 seeds/lbs) / 61.3 acres = 1,961,663 seeds/A;

Did not add any bags of seed before planting T8nt plots;

Acre meter on drill after planting T1, T2, T3, T4, and T8nt plots was 62 A


",https://aglog.kbs.msu.edu/observations/294
2000-11-01,T3,R4,T3R4,Pioneer 25R26 soft red winter wheat,1885000,seeds,1885000,,brian baer: changed from 15000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"Planted winter wheat in treatment 3 and T8nt plots;

See notes for specific dates replications were planted;

October 31, 2000 planted T3, reps: 1 and 3;

November 1, 2000 planted T3, reps: 2, 4, 5 and 6;

Planted with the JD 6400 tractor and JD 750 No-till drill;

Drill setting: 41;

Planting depth: 1.0 inch;

Variety: Pioneer 25R26 soft red winter wheat (treated seeds) (13,000 seeds/lbs).

Acre meter on drill after planting T1, T2, T3, and T4 was 61.3 A; (61.3 - 15.1 = 46.2 A);

Acre meter on drill after planting T2 was 15.1 A;

Total of 136 (50 lbs/bag) total bags used were put in the drill while planting T1, T3, and T4;

I would guess that 2 - 3 bags were in the drill after planting T1, T2, and T3;

(134 bags * 50 lbs/bag * 13,000 seeds/lbs) / 46.2 acres = 1,885,281 seeds/A;

Seed total after planting T1, T2, T3, and T4 (guessing that 2 bags remained in the drill after planting the main site);

(185 bags * 50 lbs/bag * 13,000 seeds/lbs) / 61.3 acres = 1,961,663 seeds/A;

Did not add any bags of seed before planting T8nt plots;

Acre meter on drill after planting T1, T2, T3, T4, and T8nt plots was 62 A


",https://aglog.kbs.msu.edu/observations/294
2000-11-01,T3,R2,T3R2,Pioneer 25R26 soft red winter wheat,1885000,seeds,1885000,,brian baer: changed from 15000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"Planted winter wheat in treatment 3 and T8nt plots;

See notes for specific dates replications were planted;

October 31, 2000 planted T3, reps: 1 and 3;

November 1, 2000 planted T3, reps: 2, 4, 5 and 6;

Planted with the JD 6400 tractor and JD 750 No-till drill;

Drill setting: 41;

Planting depth: 1.0 inch;

Variety: Pioneer 25R26 soft red winter wheat (treated seeds) (13,000 seeds/lbs).

Acre meter on drill after planting T1, T2, T3, and T4 was 61.3 A; (61.3 - 15.1 = 46.2 A);

Acre meter on drill after planting T2 was 15.1 A;

Total of 136 (50 lbs/bag) total bags used were put in the drill while planting T1, T3, and T4;

I would guess that 2 - 3 bags were in the drill after planting T1, T2, and T3;

(134 bags * 50 lbs/bag * 13,000 seeds/lbs) / 46.2 acres = 1,885,281 seeds/A;

Seed total after planting T1, T2, T3, and T4 (guessing that 2 bags remained in the drill after planting the main site);

(185 bags * 50 lbs/bag * 13,000 seeds/lbs) / 61.3 acres = 1,961,663 seeds/A;

Did not add any bags of seed before planting T8nt plots;

Acre meter on drill after planting T1, T2, T3, T4, and T8nt plots was 62 A


",https://aglog.kbs.msu.edu/observations/294
2000-10-31,T4,R4,T4R4,Pioneer 25R26 soft red winter wheat,1885000,seeds,1885000,,brian baer: changed from 15000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"Planted winter wheat in treatment 4;

See notes for specific dates replications were planted;

October 30, 2000 planted T4, rep: 6;

October 31, 2000 planted T4, reps: 3, 4, and 1;

November 1, 2000 planted T4, reps: 2 and 5;

Planted with the JD 6400 tractor and JD 750 No-till drill;

Drill setting: 41;

Planting depth: 1.0 inch;

Variety: Pioneer 25R26 soft red winter wheat (treated seeds) (13,000 seeds/lbs).

Acre meter on drill after planting T1, T2, T3, and T4 was 61.3 A; (61.3 - 15.1 = 46.2 A);

Acre meter on drill after planting T2 was 15.1 A;

Total of 136 (50 lbs/bag) total bags used were put in the drill while planting T1, T3, and T4;

I would guess that 2 - 3 bags were in the drill after planting T1, T2, and T3;

(134 bags * 50 lbs/bag * 13,000 seeds/lbs) / 46.2 acres = 1,885,281 seeds/A;

Seed total after planting T1, T2, T3, and T4 (guessing that 2 bags remained in the drill after planting the main site);

(185 bags * 50 lbs/bag * 13,000 seeds/lbs) / 61.3 acres = 1,961,663 seeds/A



",https://aglog.kbs.msu.edu/observations/293
2000-10-31,T4,R1,T4R1,Pioneer 25R26 soft red winter wheat,1885000,seeds,1885000,,brian baer: changed from 15000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"Planted winter wheat in treatment 4;

See notes for specific dates replications were planted;

October 30, 2000 planted T4, rep: 6;

October 31, 2000 planted T4, reps: 3, 4, and 1;

November 1, 2000 planted T4, reps: 2 and 5;

Planted with the JD 6400 tractor and JD 750 No-till drill;

Drill setting: 41;

Planting depth: 1.0 inch;

Variety: Pioneer 25R26 soft red winter wheat (treated seeds) (13,000 seeds/lbs).

Acre meter on drill after planting T1, T2, T3, and T4 was 61.3 A; (61.3 - 15.1 = 46.2 A);

Acre meter on drill after planting T2 was 15.1 A;

Total of 136 (50 lbs/bag) total bags used were put in the drill while planting T1, T3, and T4;

I would guess that 2 - 3 bags were in the drill after planting T1, T2, and T3;

(134 bags * 50 lbs/bag * 13,000 seeds/lbs) / 46.2 acres = 1,885,281 seeds/A;

Seed total after planting T1, T2, T3, and T4 (guessing that 2 bags remained in the drill after planting the main site);

(185 bags * 50 lbs/bag * 13,000 seeds/lbs) / 61.3 acres = 1,961,663 seeds/A



",https://aglog.kbs.msu.edu/observations/293
2000-10-31,T4,R3,T4R3,Pioneer 25R26 soft red winter wheat,1885000,seeds,1885000,,brian baer: changed from 15000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"Planted winter wheat in treatment 4;

See notes for specific dates replications were planted;

October 30, 2000 planted T4, rep: 6;

October 31, 2000 planted T4, reps: 3, 4, and 1;

November 1, 2000 planted T4, reps: 2 and 5;

Planted with the JD 6400 tractor and JD 750 No-till drill;

Drill setting: 41;

Planting depth: 1.0 inch;

Variety: Pioneer 25R26 soft red winter wheat (treated seeds) (13,000 seeds/lbs).

Acre meter on drill after planting T1, T2, T3, and T4 was 61.3 A; (61.3 - 15.1 = 46.2 A);

Acre meter on drill after planting T2 was 15.1 A;

Total of 136 (50 lbs/bag) total bags used were put in the drill while planting T1, T3, and T4;

I would guess that 2 - 3 bags were in the drill after planting T1, T2, and T3;

(134 bags * 50 lbs/bag * 13,000 seeds/lbs) / 46.2 acres = 1,885,281 seeds/A;

Seed total after planting T1, T2, T3, and T4 (guessing that 2 bags remained in the drill after planting the main site);

(185 bags * 50 lbs/bag * 13,000 seeds/lbs) / 61.3 acres = 1,961,663 seeds/A



",https://aglog.kbs.msu.edu/observations/293
2000-10-31,T4,R2,T4R2,Pioneer 25R26 soft red winter wheat,1885000,seeds,1885000,,brian baer: changed from 15000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"Planted winter wheat in treatment 4;

See notes for specific dates replications were planted;

October 30, 2000 planted T4, rep: 6;

October 31, 2000 planted T4, reps: 3, 4, and 1;

November 1, 2000 planted T4, reps: 2 and 5;

Planted with the JD 6400 tractor and JD 750 No-till drill;

Drill setting: 41;

Planting depth: 1.0 inch;

Variety: Pioneer 25R26 soft red winter wheat (treated seeds) (13,000 seeds/lbs).

Acre meter on drill after planting T1, T2, T3, and T4 was 61.3 A; (61.3 - 15.1 = 46.2 A);

Acre meter on drill after planting T2 was 15.1 A;

Total of 136 (50 lbs/bag) total bags used were put in the drill while planting T1, T3, and T4;

I would guess that 2 - 3 bags were in the drill after planting T1, T2, and T3;

(134 bags * 50 lbs/bag * 13,000 seeds/lbs) / 46.2 acres = 1,885,281 seeds/A;

Seed total after planting T1, T2, T3, and T4 (guessing that 2 bags remained in the drill after planting the main site);

(185 bags * 50 lbs/bag * 13,000 seeds/lbs) / 61.3 acres = 1,961,663 seeds/A



",https://aglog.kbs.msu.edu/observations/293
2000-10-31,T4,R5,T4R5,Pioneer 25R26 soft red winter wheat,1885000,seeds,1885000,,brian baer: changed from 15000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"Planted winter wheat in treatment 4;

See notes for specific dates replications were planted;

October 30, 2000 planted T4, rep: 6;

October 31, 2000 planted T4, reps: 3, 4, and 1;

November 1, 2000 planted T4, reps: 2 and 5;

Planted with the JD 6400 tractor and JD 750 No-till drill;

Drill setting: 41;

Planting depth: 1.0 inch;

Variety: Pioneer 25R26 soft red winter wheat (treated seeds) (13,000 seeds/lbs).

Acre meter on drill after planting T1, T2, T3, and T4 was 61.3 A; (61.3 - 15.1 = 46.2 A);

Acre meter on drill after planting T2 was 15.1 A;

Total of 136 (50 lbs/bag) total bags used were put in the drill while planting T1, T3, and T4;

I would guess that 2 - 3 bags were in the drill after planting T1, T2, and T3;

(134 bags * 50 lbs/bag * 13,000 seeds/lbs) / 46.2 acres = 1,885,281 seeds/A;

Seed total after planting T1, T2, T3, and T4 (guessing that 2 bags remained in the drill after planting the main site);

(185 bags * 50 lbs/bag * 13,000 seeds/lbs) / 61.3 acres = 1,961,663 seeds/A



",https://aglog.kbs.msu.edu/observations/293
2000-10-31,T4,R6,T4R6,Pioneer 25R26 soft red winter wheat,1885000,seeds,1885000,,brian baer: changed from 15000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"Planted winter wheat in treatment 4;

See notes for specific dates replications were planted;

October 30, 2000 planted T4, rep: 6;

October 31, 2000 planted T4, reps: 3, 4, and 1;

November 1, 2000 planted T4, reps: 2 and 5;

Planted with the JD 6400 tractor and JD 750 No-till drill;

Drill setting: 41;

Planting depth: 1.0 inch;

Variety: Pioneer 25R26 soft red winter wheat (treated seeds) (13,000 seeds/lbs).

Acre meter on drill after planting T1, T2, T3, and T4 was 61.3 A; (61.3 - 15.1 = 46.2 A);

Acre meter on drill after planting T2 was 15.1 A;

Total of 136 (50 lbs/bag) total bags used were put in the drill while planting T1, T3, and T4;

I would guess that 2 - 3 bags were in the drill after planting T1, T2, and T3;

(134 bags * 50 lbs/bag * 13,000 seeds/lbs) / 46.2 acres = 1,885,281 seeds/A;

Seed total after planting T1, T2, T3, and T4 (guessing that 2 bags remained in the drill after planting the main site);

(185 bags * 50 lbs/bag * 13,000 seeds/lbs) / 61.3 acres = 1,961,663 seeds/A



",https://aglog.kbs.msu.edu/observations/293
2000-10-30,T1,R1,T1R1,Pioneer 25R26 soft red winter wheat,1885000,seeds,1885000,,brian baer: changed from 15000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"Planted winter wheat in treatment 1;

See notes for specific dates replications were planted;

October 30, 2000 planted T1, reps: 6, 3, 2, and 1;

October 31, 2000 planted T1, reps: 5 and 4;

Planted with the JD 6400 tractor and JD 750 No-till drill;

Drill setting: 41;

Planting depth: 1.0 inch;

Variety: Pioneer 25R26 soft red winter wheat (treated seeds) (13,000 seeds/lbs).

Acre meter on drill after planting T1, T2, T3, and T4 was 61.3 A; (61.3 - 15.1 = 46.2 A);

Acre meter on drill after planting T2 was 15.1 A;

Total of 136 (50 lbs/bag) total bags used were put in the drill while planting T1, T3, and T4;

I would guess that 2 - 3 bags were in the drill after planting T1, T2, and T3;

(134 bags * 50 lbs/bag * 13,000 seeds/lbs) / 46.2 acres = 1,885,281 seeds/A;

Seed total after planting T1, T2, T3, and T4 (guessing that 2 bags remained in the drill after planting the main site);

(185 bags * 50 lbs/bag * 13,000 seeds/lbs) / 61.3 acres = 1,961,663 seeds/A



",https://aglog.kbs.msu.edu/observations/292
2000-10-30,T1,R5,T1R5,Pioneer 25R26 soft red winter wheat,1885000,seeds,1885000,,brian baer: changed from 15000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"Planted winter wheat in treatment 1;

See notes for specific dates replications were planted;

October 30, 2000 planted T1, reps: 6, 3, 2, and 1;

October 31, 2000 planted T1, reps: 5 and 4;

Planted with the JD 6400 tractor and JD 750 No-till drill;

Drill setting: 41;

Planting depth: 1.0 inch;

Variety: Pioneer 25R26 soft red winter wheat (treated seeds) (13,000 seeds/lbs).

Acre meter on drill after planting T1, T2, T3, and T4 was 61.3 A; (61.3 - 15.1 = 46.2 A);

Acre meter on drill after planting T2 was 15.1 A;

Total of 136 (50 lbs/bag) total bags used were put in the drill while planting T1, T3, and T4;

I would guess that 2 - 3 bags were in the drill after planting T1, T2, and T3;

(134 bags * 50 lbs/bag * 13,000 seeds/lbs) / 46.2 acres = 1,885,281 seeds/A;

Seed total after planting T1, T2, T3, and T4 (guessing that 2 bags remained in the drill after planting the main site);

(185 bags * 50 lbs/bag * 13,000 seeds/lbs) / 61.3 acres = 1,961,663 seeds/A



",https://aglog.kbs.msu.edu/observations/292
